0,1,2,3,4,5
,,,men aged 15–24 years,82.5,
Topic,MICS Indicator Number,MDG Indicator Number,Indicator,Value,
Orphaned children,9.17,,Children’s living arrangements,2.7,per cent
,9.18,,Prevalence of children with one or both parents dead,4.7,per cent
Access to Mass Media and Use of Information/Communication Technology,,,,,
Access to Mass Media,MT.1,,Exposure to mass media women aged 15–49 years men aged 15–49 years,35.8,per cent per cent
,,,,34.6,
Use of Information/ Communication Technology,MT.2,,Use of computers,91.1,per cent per cent
,,,women aged 15–24 years men aged 15–24 years,94.9,
,MT.3,,Use of internet,88.8,per cent per cent
,,,women aged 15–24 years men aged 15–24 years,92.1,
Subjective Well-Being,,,,,
Subjective Well- being,SW.1,,Life satisfaction,56.0,per cent per cent
,,,women aged 15–24 years men aged 15–24 years,56.0,
,SW.2,,Happiness,90.2,per cent per cent
,,,women aged 15–24 years men aged 15–24 years,88.1,
,SW.3,,Perception of a better life women aged 15–24 years men aged 15–24 years,22.6,per cent per cent
,,,,17.1,
Tobacco and Alcohol Use Among Women,,,,,
Tobacco Use,TA.1,,Tobacco use,17.1,per cent
,TA.2,,Smoking before age 15,2.9,per cent
Alcohol Use,TA.3,,Alcohol use,48.4,per cent
,TA.4,,Use of alcohol before age 15,5.2,per cent
