0,1,2,3,4,5
,(young men),2.6,percent,,
,9.12 Age-mixing among sexual partners (women),14.1,percent,,
,(men),0.5,percent,,
,9.13 Sex with multiple partners (women),2.7,percent,,
,(Men),15.4,percent,,
,9.14 Condom use during sex with multiple partners (women),73.1,percent,,
,(men),69.2,percent,,
,9.15 Sex with non-regular partners (women),67.0,percent,,
,(men),93.1,percent,,
,9.16,6.2,Condom use with non-regular partners (women),73.1,percent
,(men),90.6,percent,,
Male circumcision,9.21 Men age 15-59 circumcised,19.1,percent,,
Orphaned,9.17 Children living with both parents,22.1,percent,,
children,9.18 Children with at least one parent dead,23.6,percent,,
,9.19,6.4,School attendance of orphans,97.2,percent
,9.20,6.4,School attendance of non-orphans,98.6,percent
,Vulnerable children,29.5,percent,,
,Orphans and vulnerable children,45.1,percent,,
