0,1,2,3,4
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,61.5
5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,22.2
Maternal and newborn health,,,,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,
5.5b,MDG 5.5,,at least once by skilled health personnel,
,,,) at least four times by any provider,
,,,95.3,
,,,38.6,
5.6,,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,70.2
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,53.4
5.8,,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,51.6
5.9,,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,5.8
Post-natal health checks,,,,
5.10,,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,66.9
5.11,,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",67.5
5.12,,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",60.4
CHILD DEVELOPMENT,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,40.0,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,63.3,
CHILD DEVELOPMENT,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,2.6,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,16.1,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,3.7,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,69.3,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,40.1,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",72.0,
LITERACY AND EDUCATION,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
7.1,MDG 2.3,Literacy rate among young women,Percentage of young women age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,86.3
7.2,,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,60.3
7.3,,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,60.6
7.4,MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,89.4
7.S1,,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary (primary 1-8; national) or secondary school,91.2
7.5,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,55.6
7.S2,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school (national) or higher,33.5
7.6,MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,99.1
7.S3,,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade (primary 8; national),90.0
7.7,,Primary completion rate,Percentage of children attending the last grade of primary school (excluding repeaters),128.1
7.S4,,Primary completion rate,Percentage of children attending the last grade of primary school (excluding repeaters) (national),80.0
7.8,,Transition rate to secondary school,Percentage of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year,92.7
7.S5,,Transition rate to secondary school,Percentage of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year (national),35.6
7.9,MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.10
7.S6,,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys (national),1.07
7.10,MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.28
7.S7,,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys (national),1.23
CHILD PROTECTION,,,,
Birth registration,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,49.6,
Child labour,,,,
8.2,Child labour,Percentage of children age 5-17 years who are involved in child labour,44.9,
Child discipline,,,,
8.3,Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,81.7,
Early marriage and polygyny,,,,
8.4,Marriage before age 15,Percentage of women age 15-49 years who were first married or in union before age 15,5.6,
8.5,Marriage before age 18,Percentage of women age 20-49 years who were first married or in union before age 18,29.8,
8.6,Young women age 15-19 years currently married or in union,Percentage of young women age 15-19 years who are married or in union,13.8,
8.7,Polygyny,Percentage of women age 15-49 years who are in a polygynous union,16.3,
8.8a,Spousal age difference,"Percentage of young women who are married or in union and whose spouse is 10 or more years older,",,
8.8b,,"among women age 15-19 years,",,
,,) among women age 20-24 years,,
,,(*),,
,,16.4,,
Female genital mutilation/cutting,,,,
8.9,Approval for female genital mutilation/cutting (FGM/C),Percentage of women age 15-49 years who state that FGM/C should be continued,2.8,
8.10,Prevalence of FGM/C among women,Percentage of women age 15-49 years who report to have undergone any form of FGM/C,1.2,
8.11,Prevalence of FGM/C among girls,"Percentage of daughters age 0-14 years who have undergone any form of FGM/C, as reported by mothers age 15-49 years",0.1,
Attitudes towards domestic violence,,,,
8.12,Attitudes towards domestic violence,"Percentage of women age 15-49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",57.4,
Children’s living arrangements,,,,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,18.2,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,9.9,
8.15,Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,0.1,
HIV/AIDS AND SEXUAL BEHAVIOUR,,,,
HIV/AIDS knowledge and attitudes,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
-,,Have heard of AIDS,Percentage of women age 15-49 years who have heard of AIDS,99.9
9.1,MDG 6.3,Knowledge about HIV prevention among young people,"Percentage of young women age 15-24 years who correctly identify ways of preventing the sexual transmission of HIV, and who reject major misconceptions about HIV transmission",45.5
9.2,,Knowledge of mother-to- child transmission of HIV,Percentage of women age 15-49 years who correctly identify all three means of mother-to-child transmission of HIV,46.5
9.3,,Accepting attitudes towards people living with HIV,Percentage of women age 15-49 years expressing accepting attitudes on all four questions toward people living with HIV,33.6
HIV testing,,,,
9.4,,People who know where to be tested for HIV,Percentage of women age 15-49 years who state knowledge of a place to be tested for HIV,95.3
9.5,,People who have been tested for HIV and know the results,Percentage of women age 15-49 years who have been tested for HIV in the last 12 months and who know their results,45.4
9.6,,Sexually active young people who have been tested for HIV and know the results,"Percentage of young women age 15-24 years who have had sex in the last 12 months, who have been tested for HIV in the last 12 months and who know their results",58.0
9.7,,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",65.1
9.8,,HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",81.1
Sexual behaviour,,,,
9.9,,Young people who have never had sex,Percentage of never married young women age 15-24 years who have never had sex,61.9
9.10,,Sex before age 15 among young people,Percentage of young women age 15-24 years who had sexual intercourse before age 15,5.6
9.11,,Age-mixing among sexual partners,Percentage of women age 15-24 years who had sex in the last 12 months with a partner who was 10 or more years older,12.9
9.12,,Multiple sexual partnerships,Percentage of women age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,1.7
9.13,,Condom use at last sex among people with multiple sexual partnerships,Percentage of women age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,(*)
9.14,,Sex with non-regular partners,"Percentage of sexually active young women age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",15.9
9.15,MDG 6.2,Condom use with non- regular partners,"Percentage of young women age 15-24 years reporting the use of a condom during the last sexual intercourse with a non-marital, non-cohabiting sex partner in the last 12 months",65.2
Orphans,,,,
9.16,MDG 6.4,Ratio of school attendance of orphans to school attendance of non-orphans,Proportion attending school among children age 10-14 years who have lost both parents divided by proportion attending school among children age 10-14 years whose parents are alive and who are living with one or both parents,(0.90)
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
10.1,Exposure to mass media,"Percentage of women age 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",7.1,
Use of information/communication technology,,,,
10.2,Use of computers,Percentage of young women age 15-24 years who used a computer during the last 12 months,15.1,
10.3,Use of internet,Percentage of young women age 15-24 years who used the internet during the last 12 months,15.2,
SUBJECTIVE WELL-BEING,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
11.1,Life satisfaction,"Percentage of young women age 15-24 years who are very or somewhat satisfied with their life, overall",81.7,
11.2,Happiness,Percentage of young women age 15-24 years who are very or somewhat happy,79.9,
11.3,Perception of a better life,"Percentage of young women age 15-24 years whose life improved during the last one year, and who expect that their life will be better after one year",56.2,
TOBACCO AND ALCOHOL USE,,,,
Tobacco use,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
12.1,Tobacco use,"Percentage of women age 15-49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",0.3,
12.2,Smoking before age 15,Percentage of women age 15-49 years who smoked a whole cigarette before age 15,0.1,
Alcohol use,,,,
12.3,Use of alcohol,Percentage of women age 15-49 years who had at least one alcoholic drink at any time during the last one month,4.9,
12.4,Use of alcohol before age 15,Percentage of women age 15-49 years who had at least one alcoholic drink before age 15,2.8,
