0,1,2,3,4,5
,7.2,,School readiness,44.8,percent
,7.3,,Net intake rate in primary education,43.8,percent
,7.4,2.1,Primary school net attendance ratio (adjusted),70.1,percent
,7.5,,Secondary school net attendance ratio (adjusted),54.2,percent
,7.6,2.2,Children reaching last grade of primary,96.5,percent
,7.7,,Primary completion rate,85.4,percent
,7.8,,Transition rate to secondary school,74.0,percent
,7.9,,Gender parity index (primary school),0.94,ratio
,7.10,,Gender parity index (secondary school),1.00,ratio
Topic,MICS4,MDG,Indicator,Value,
,Indicator Number,Indicator Number,,,
CHILD PROTECTION,,,,,
Birth registration,8.1,,Birth registration,41.5,percent
Child labour,8.2,,Child labour,47.1,percent
,8.3,School attendance among child labourers,76.1,percent,
,8.4,Child labour among students,47.1,percent,
Child discipline,8.5,,Violent discipline,90.8,percent
Early marriage,8.6,,Marriage before age 15 Marriage before age 18,17.6,percent
,,,Young women age 15-­‐19 currently married or in union Polygyny,,
,,,Spousal age difference,,
,,,Women age 15-­‐19 Women age 20-­‐24,,
,8.7,39.9,percent,,
,8.8,20.2,percent,,
,8.9,33.6,percent,,
,8.10a,52.2,percent percent,,
,8.10b,43.9,,,
Female genital,8.11,,Approval for female genital mutilation/cutting (FGM/C),21.8,percent
mutilation/,8.12,Prevalence of female genital mutilation/cutting (FGM/C),27.0,percent,
cutting,,among women,,,
,8.13,Prevalence of female genital mutilation/cutting (FGM/C),19.2,percent,
,,among girls,,,
Domestic violence,8.14,,Attitudes toward domestic violence,45.6,Percent
"HIV/ AIDS, SEXUAL BEHAVIOUR",,,,,
HIV/AIDS,9.1,,Comprehensive knowledge about HIV prevention,23.1,percent
knowledge and attitudes,9.2,6.3,Comprehensive knowledge about HIV prevention among young people (women age 15-­‐24 years),22.5,percent
,9.3,,Knowledge of mother-­‐ to-­‐child transmission of HIV,49.7,percent
,9.4,,Accepting attitudes towards people living with HIV,9.0,percent
,9.5,,Women who know a place where to be tested,61.0,percent
,9.6,,Women who have been tested for HIV and know the,11.4,percent
,,,results,,
,9.7,,Sexually active young women who have been tested for,9.1,percent
,,,HIV and know the results,,
,9.8,,HIV counselling during antenatal care,48.4,percent
,9.9,,HIV testing during antenatal care,28.5,percent
Sexual,9.10,,Young women who have never had sex,62.6,percent
behaviour,9.11,,Sex before age 15 among young women,15.8,percent
,9.12,,Age-­‐mixing among sexual partners,39.3,percent
,9.13,,Sex with multiple partners,2.8,percent
,9.14,,Condom use during sex with multiple partners,34.3,percent
,9.15,,Sex with non regular partner (women age 15-­‐24 years),32.4,percent
,9.16,6.2,Condom use with non-­‐regular partners (women age 15-­‐24),47.4,percent
,,,years),,
Orphaned,9.17,,Children’s living arrangements,8.8,percent
children,,,,,
,9.18,,Prevalence of children with at least one parent dead,6.6,percent
,9.19,6.4,School attendance of orphans,79.9,percent
,9.20,6.4,School attendance of non-­‐orphans,79.5,percent
