0,1,2,3,4
9.S7,,HIV counselling during antenatal care,"Percentage of ever married women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",1.3
9.S8,,HIV testing during antenatal care,"Percentage of ever married women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",1.1
9.16,MDG 6.4,Ratio of school attendance of orphans to school attendance of non- orphans,Proportion attending school among children age 10-14 years who have lost both parents divided by proportion attending school among children age 10-14 years whose parents are alive and who are living with one or both parents,(0.83)*
*Indicator denominator based on 25-49 unweighted cases - only shown here in summary table and not in main report chapter.,,,,
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
10.1,,Exposure to mass media,"Percentage of women age 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",1.3
Use of information/communication technology,,,,
10.2,,Use of computers,Percentage of women age 15-24 years who used a,21.4
,,,computer during the last 12 months,
Indicator No.,Indicator,Description,Value,
MICS,MDG,,,
10.3,,Use of internet,Percentage of women age 15-24 years who used the internet during the last 12 months,12.4
SUBJECTIVE WELL-BEING,,,,
11.1,,Life satisfaction,"Percentage of young women age 15-24 years who are very or somewhat satisfied with their life, overall",90.5
11.2,,Happiness,Percentage of young women age 15-24 years who are very or somewhat happy,90.9
11.3,,Perception of a better life,"Percentage of young women age 15-24 years whose life improved during the last one year, and who expect that their life will be better after one year",59.2
TOBACCO USE,,,,
Tobacco use,,,,
12.1,,Tobacco use,"Percentage of women age 15-49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",4.1
12.2,,Smoking before age 15,Percentage of women age 15-49 years who smoked a whole cigarette before age 15,0.2
ADULT HEALTH AND HEALTH CARE,,,,
Adult health care,,,,
13.S1,,Care provided by Lady Health Worker (LHW),Number of ever married women aged 15–49 years who have given birth in the previous 2 years and were visited by a Lady Health Worker (LHW) in the last month,37.6
13.S2,,Prevalence of chronic cough,Number of household members with cough that lasted for the past 3 weeks,3.2
13.S3,,Reported tuberculosis,Number of household members that were diagnosed with tuberculosis in the past year,0.5
13.S4,,Reported hepatitis,Number of household members that were diagnosed with hepatitis in the past year,1.5
SOCIO-ECONOMIC DEVELOPMENT,,,,
Assets,,,,
14.S1,,"Ownership of assets: House, land, livestock","Percentage of household members living in a household that own a house, land or livestock",
,,,House,
,,,Agriculture land,
,,,Livestock,
,,,87.0,
,,,30.5,
,,,45.5,
Unemployment,,,,
14.S2,,Unemployment rate (10+ years),Percent of household members aged 10 years or older who are unemployed and are seeking jobs,7.1
Housing4,,,,
14.S10,,Mean household size,Average members in a household,6.4
14.S11,,Currently married population,Percentage of household members of age 10 years and above currently married,51.4
14.S12,,Mean number of persons per room,Average members sleeping in one room,3.91
14.S13a,,Household characteristics,"Main material of floor, roof and wall",
14.S13b,,,finished floor (pacca),
14.S13c,,,finished roof (pacca),
,,,finished wall (pacca)],
,,63.4,,
,,82.2,,
,,86.6,,
Indicator No.,Indicator,Description,Value,
MICS,MDG,,,
Remittances and zakat,,,,
14.S3,,Population working outside village/city/country,Percentage of family members working outside village/city/country,12.0
14.S4,,Receiving remittances from within Pakistan,Percentage of household members who received remittances from within Pakistan during the year preceding the survey,3.1
14.S5,,Receiving remittances from abroad,Percentage of household members living in a household that received remittances from abroad during the year preceding the survey,7.3
14.S6,,Receiving cash donation,Percentage of household members living in a household that received cash donation such as zakat or other means during the year preceding the survey,1.2
Social benefits and Subsidies,,,,
14.S7,,Safety nets (getting benefits from government schemes of social protection),"Percentage of household members living in a household that got benefits from government schemes of social protection [Benefits include: zakat, dearness allowance, health subsidy, education subsidy, marriage grant, subsidized food, others]",7.2
14.S8a,,Purchasing goods from government utility stores,Percentage of household members living in a household that purchase goods from government utility stores,18.0
14.S8b,,Regular purchase from utility stores,Percentage of household members who purchase goods from government utility stores regularly,29.5
14.S9,,Receiving pensions,Percentage of household who received pension during the year preceding the survey,8.1
