0,1,2,3,4,5
3.1,,Tuberculosis immunization coverage,Percentage of children age 12-23 months who received BCG vaccine by their first birthday,99.9,
3.2,,Polio immunization coverage,Percentage of children age 12-23 months who received the third dose of OPV vaccine (OPV3) by their first birthday,97.9,
3.3,,"Diphtheria, pertussis and tetanus (DPT) immunization coverage",Percentage of children age 12-23 months who received the third dose of DPT vaccine (DPT3) by their first birthday,98.0,
3.4,MDG 4.3,Measles immunization coverage,Percentage of children age 24-35 months who received measles vaccine by their second birthday,99.3,
3.5,,Hepatitis B immunization coverage,Percentage of children age 12-23 months who received the third dose7 of Hepatitis B vaccine (HepB37) by their first birthday,98.0,
3.6,,Haemophilus influenzae type B (Hib) immunization coverage,Percentage of children age 12-23 months who received the third dose of Hib vaccine (Hib3) by their first birthday,98.0,
3.8,,Full immunization coverage,Percentage of children age 24-35 months who received all8 vaccinations recommended in the national immunization schedule by their first birthday (measles by second birthday),95.3,
Diarrhoea,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
-,Children with diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks,1.9,,
3.10,Care-seeking for diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,51.4,,
3.11,Diarrhoea treatment with oral rehydration salts (ORS) and zinc,Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORS and zinc,6.6,,
3.S19,Diarrhoea treatment with oral rehydration therapy (ORT) and continued feeding10,Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORT (ORS packet or increased fluids) and continued feeding during the episode of diarrhoea,39.4,,
Acute Respiratory Infection (ARI) symptoms,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
-,Children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks,0.4,,
3.13,Care-seeking for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,(*),,
3.14,Antibiotic treatment for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks who received antibiotics,(*),,
(*) Figures that are based on fewer than 25 unweighted cases.,,,,,
Solid fuel use,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
3.15,Use of solid fuels for cooking,Percentage of household members in households that use solid fuels as the primary source of domestic energy to cook,0.0,,
Fever,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
-,Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,5.6,,
3.20,Care-seeking for fever,Percentage of children under age 5 with fever in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,59.3,,
Water and sanitation,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
4.1,MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,82.8,
4.2,,Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,69.2,
4.3,MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,98.6,
4.4,,Safe disposal of child’s faeces,Percentage of children age 0-2 years whose last stools were disposed of safely,60.5,
4.5,,Place for handwashing,Percentage of households with a specific place for hand washing where water and soap are present,99.4,
4.6,,Availability of soap11,Percentage of households with soap,99.9,
Contraception and unmet need,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
-,,Total fertility rate,Total fertility rateA for women age 15-49 years,3.2,
5.1,MDG 5.4,Adolescent birth rate,Age-specific fertility rateA for women age 15-19 years,28,
5.2,,Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,1.4,
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,50.2,
5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,12.1,
"A The age-specific fertility rate is defined as the number of live births to women in a specific age group during a three-year period, divided by the average number of women in that age group during the same period, expressed per 1,000 women. The age-specific fertility rate for women age 15-19 years is also termed as the adolescent birth rate.",,,,,
"The total fertility rate (TFR) is calculated by summing the age-specific fertility rates calculated for each of the 5-year age groups of women, from age 15 through to age 49. The TFR denotes the average number of children to which a woman will have given birth by the end of her reproductive years (by age 50) if current fertility rates prevailed.",,,,,
Maternal and newborn health,,,,,
MICS Indicator,Indicator Name,Description,Valu,,
,,,e,,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,,
5.5b,MDG 5.5,,at least once by skilled health personnel,,
,,,at least four times by any provider,,
,,,99.9,,
,,,96.4,,
5.6,,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,99.4,
5.S1,,Content of antenatal care (includes ultrasound),"Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured, gave urine and blood samples and had an ultrasound during the last pregnancy that led to a live birth",97.9,
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,100.0,
5.8,,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,99.5,
5.9,,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,6.3,
Post-natal health checks,,,,,
MICS,Indicator,Description,Value,,
Indicator,,,,,
5.10,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,99.8,,
5.11,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",99.8,,
5.12,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",99.8,,
Child development,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,42.8,,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,94.4,,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,14.8,,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,80.6,,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,48.0,,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,53.0,,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,0.8,,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",90.9,,
"Literacy and education12, A",,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
7.1,MDG 2.3,Literacy rate among young women,Percentage of young women age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,99.6,
7.2,,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,44.1,
7.3,,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school13,94.2,
7.4,MDG 2.1,Primary schoolB net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,98.1,
7.5,,Secondary schoolC net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,98.4,
7.6,MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,100.0,
7.7,,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by the number of children of primary school completion age (age appropriate to final grade of primary school),102.8,
7.8,,Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by the number of children attending the last grade of primary school during the previous school year,99.8,
7.9,MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,0.99,
7.10,MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.00,
A Data collected during the 2015/2016 school year.,,,,,
B Primary school consists of grades 1-3.,,,,,
C Secondary school consists of grades 4-11.,,,,,
School readiness,,,,,
39 50,,,,,
,Net intake rate in primary education,,Primary school completion rate,Transition rate to secondary school,
95 93,103 103,100 100,,,
Primary school attendance,Secondary school attendance,,,,
,98 98,,,98 98,
Children reaching last grade of primary,Boys Girls,,,,
,100 100,,,,
School readiness,,,,,
39 50,,,,,
,Net intake rate in primary education,,Primary school completion rate,Transition rate to secondary school,
95 93,103 103,100 100,,,
Primary school attendance,Secondary school attendance,,,,
,98 98,,,98 98,
Children reaching last grade of primary,Boys Girls,,,,
,100 100,,,,
Birth registration,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,99.6,,
Child labour,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
8.2,Child labour,Percentage of children age 5-17 years who are involved in child labour14,0.3,,
Early marriage,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
8.4,Marriage before age 15,Percentage of women age 15-49 years who were first married or in union before age 15,0.2,,
8.5,Marriage before age 18,Percentage of women age 20-49 years who were first married or in union before age 18,5.9,,
8.6,Young women age 15-19 years currently married or in union,Percentage of young women age 15-19 years who are married or in union,6.0,,
8.8a,Spousal age difference,"Percentage of young women who are married or in union and whose spouse is 10 or more years older,",,,
8.8b,,"among women age 15-19 years,",,,
,,among women age 20-24 years,,,
,,3.3,,,
,,2.7,,,
Attitudes towards domestic violence,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
8.12,Attitudes towards domestic violence,"Percentage of women age 15-49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",26.3,,
8.S1,Attitudes towards domestic violence (including additional circumstance),"Percentage of women age 15-49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food, (6) she does not respect her husband’s parents",35.0,,
Children’s living arrangements,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,1.2,,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,3.5,,
8.15,Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,0.9,,
HIV/AIDS knowledge and attitudes,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
-,,Have heard of AIDS,Percentage of women age 15-49 years who have heard of AIDS,80.7,
9.1,MDG 6.3,Knowledge about HIV prevention among young women,"Percentage of young women age 15-24 years who correctly identify ways of preventing the sexual transmission of HIV15, and who reject major misconceptions about HIV transmission16",25.4,
9.2,,Knowledge of mother-to- child transmission of HIV,Percentage of women age 15-49 years who correctly identify all three means17 of mother-to-child transmission of HIV,65.3,
9.3,,Accepting attitudes towards people living with HIV,Percentage of women age 15-49 years expressing accepting attitudes on all four questions18 toward people living with HIV,1.0,
HIV testing,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
9.4,Women who know where to be tested for HIV,Percentage of women age 15-49 years who state knowledge of a place to be tested for HIV,64.1,,
9.5,Women who have been tested for HIV and know the results,Percentage of women age 15-49 years who have been tested for HIV in the last 12 months and who know their results,10.3,,
9.7,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",74.6,,
9.8,HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",55.6,,
Orphans,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
9.16,MDG 6.4,Ratio of school attendance of orphans to school attendance of non-orphans,Proportion attending school among children age 10-14 years who have lost both parents divided by proportion attending school among children age 10-14 years whose parents are alive and who are living with one or both parents,(*),
(*) Figures that are based on fewer than 25 unweighted cases.,,,,,
Access to mass media,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
10.1,Exposure to mass media,"Percentage of women age 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",20.7,,
Use of information/communication technology,,,,,
MICS,Indicator Name,Description,Value,,
Indicator,,,,,
10.2,Use of computers,Percentage of young women age 15-24 years who used a computer during the last 12 months,57.5,,
10.3,Use of internet,Percentage of young women age 15-24 years who used the internet during the last 12 months,39.3,,
