0,1,2,3,4
,minimum meal frequency during the previous day,,,
2.18 Bottle feeding,Percentage of children age 0-23 months who were fed with a bottle during the previous day,69.5,,
Salt iodization,,,,
2.19 Iodized salt consumption,Percentage of households with salt testing 15 parts per million or more of iodide/iodate,19.8,,
Low-birthweight,,,,
2.20 Low-birthweight infants,"Percentage of most recent live births in the last 2 years weighing below 2,500 grams at birth",13.6,,
2.21 Infants weighed at birth,Percentage of most recent live births in the last 2 years who were weighed at birth,93.9,,
CHILD HEALTH,,,,
Vaccinations,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
3.1                    Tuberculosis immunization coverage,Percentage of children age 12-23 months who received BCG vaccine by their ﬁrst birthday,94.5,,
3.2        Polio immunization coverage,Percentage of children age 12-23 months who received the third dose of OPV vaccine (OPV3) by their ﬁrst birthday,90.2,,
"3.3 Diphtheria, pertussis",Percentage of children age 12-23 months who received,89.4,,
"3.5 and tetanus (DPT),","the third dose of DPT vaccine (DPT3), Hepatitis B (HepB)",,,
3.6 Hepatitis B (HepB) and,and Haemophilus inﬂuenzae type B (Hib) by their ﬁrst,,,
Haemophilus inﬂuenzae,birthday,,,
type B (Hib),,,,
immunization coverage,,,,
(Pentavalent),,,,
3.4 MDG Measles immunization,Percentage of children age 24-35 months who received measles vaccine by their second birthday,93.4,,
4.3 coverage,,,,
3.7                    Yellow fever immunization coverage,Percentage of children age 24-35 months who received yellow fever vaccine by their second birthday,92.3,,
3.8        Full immunization coverage,Percentage of children age 24-35 months who received all vaccinations recommended in the national immunization schedule by their ﬁrst birthday (measles and yellow fever by second birthday),68.9,,
Tetanus toxoid,,,,
3.9     Neonatal tetanus protection,Percentage of women age 15-49 years with a live birth in the last 2 years who were given at least two doses of tetanus toxoid vaccine within the appropriate interval prior to the most recent birth,22.3,,
Diarrhoea,,,,
- Children with diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks,8.3,,
3.10    Care-seeking for diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,60.9,,
3.S1                Diarrhoea treatment with oral rehydration salts (ORS),Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORS,42.5,,
3.12                Diarrhoea treatment with oral rehydration therapy (ORT) and continued feeding,"Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORT (ORS packet, pre-packaged ORS ﬂuid, recommended homemade ﬂuid or increased ﬂuids) and continued feeding during the episode of diarrhoea",28.9,,
Acute Respiratory Infection (ARI) symptoms,,,,
-          Children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks,2.2,,
3.13          Care-seeking for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,83.6,,
3.14       Antibiotic treatment for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks who received antibiotics,30.9,,
Solid fuel use,,,,
3.15        Use of solid fuels for cooking,Percentage of household members in households that use solid fuels as the primary source of domestic energy to cook,6.9,,
Malaria / Fever,,,,
- Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,13.7,,
3.16a Household availability,Percentage of households with,5.3,,
3.16b            of insecticide-treated nets (ITNs),at least one ITN,2.8,,
,at least one ITN for every two people,,,
3.18 MDG Children under age 5,Percentage of children under age 5 who slept under an ITN the previous night,7.4,,
6.7 who slept under an ITN,,,,
3.19           Population that slept under an ITN,Percentage of household members who slept under an ITN the previous night,3.8,,
3.20 Care-seeking for fever,Percentage of children under age 5 with fever in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,70.7,,
3.21           Malaria diagnostics usage,Percentage of children under age 5 with fever in the last 2 weeks who had a ﬁnger or heel stick for malaria testing,12.0,,
3.22 MDG Anti-malarial treatment,Percentage of children under age 5 with fever in the last 2 weeks who received any antimalarial treatment,7.4,,
6.8 of children under age 5,,,,
3.23 Treatment with,Percentage of children under age 5 with fever in the last 2,(0.0),,
Artemisinin-based,weeks who received ACT (or other ﬁrst-line treatment,,,
Combination Therapy,according to national policy),,,
(ACT) among children,,,,
who received anti-,,,,
malarial treatment,,,,
3.24             Pregnant women who slept under an ITN,Percentage of pregnant women who slept under an ITN the previous night,6.9,,
() Based on 25-49 unweighted cases,,,,
WATER AND SANITATION,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
4.1 MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,94.2,
4.2 Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,27.4,,
4.3 MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,86.9,
4.4                    Safe disposal of child’s faeces,Percentage of children age 0-2 years whose last stools were disposed of safely,43.0,,
4.5 Place for handwashing,Percentage of households with a speciﬁc place for hand washing where water and soap or other cleansing agent are present,78.8,,
4.6                       Availability of soap or other cleansing agent,Percentage of households with soap or other cleansing agent,79.4,,
REPRODUCTIVE HEALTH,,,,
Contraception and unmet need,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
- Total fertility rate,Total fertility ratefor women age 15-49 years,2.6,,
5.1 MDG 5.4,Adolescent birth rate,Age-speciﬁc fertility rate for women age 15-19 years,74,
5.2 Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,15.8,,
5.3 MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,34.1,
5.4 MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,28.0,
Maternal and newborn health,,,,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the,
5.5b,MDG 5.5,,last 2 years who were attended during their last pregnancy,
,that led to a live birth,,,
,(a) at least once by skilled health personnel,90.7,,
,(b) at least four times by any provider,86.7,,
5.6 Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,93.6,,
5.7 MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,92.4,
5.8 Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,92.7,,
5.9 Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,16.9,,
Post-natal health checks,,,,
5.10                    Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,98.0,,
5.11                           Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",95.4,,
5.12                           Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",93.0,,
CHILD DEVELOPMENT,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
6.1                  Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,61.0,,
6.2 Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,87.2,,
6.3                   Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,15.9,,
6.4                    Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,54.8,,
6.5                        Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,47.3,,
6.6 Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,68.5,,
6.7 Inadequate care,Percentage of children under age 5 left alone or in the care  of another child younger than 10 years of age for more than one hour at least once in the last week,5.0,,
6.8                         Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social-emotional, and learning",85.6,,
LITERACY AND EDUCATION,,,,
MICS Indicator Indicator,Description,Value,,
7.1 MDG Literacy rate among,Percentage of young people age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,98.0,,
2.3 young people,women,97.7,,
,men,,,
7.2 School readiness,Percentage of children in ﬁrst grade of primary school who attended pre-school during the previous school year,84.9,,
7.3             Net intake rate in primary education,Percentage of children of school-entry age who enter the,83.3,,
,ﬁrst grade of primary school,,,
7.4 MDG Primary school net,Percentage of children of primary school age currently attending primary or secondary school,97.0,,
2.1 attendance ratio (adjusted),,,,
7.5     Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,84.5,,
7.6 MDG Children reaching last,Percentage of children entering the ﬁrst grade of primary school who eventually reach last grade,96.4,,
2.2 grade of primary,,,,
LITERACY AND EDUCATION,,,,
MICS Indicator Indicator,Description,Value,,
7.7                   Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to ﬁnal grade of primary school),109.1,,
7.8       Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the ﬁrst grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year,95.9,,
7.9 MDG Gender parity index,Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.00,,
3.1 (primary school),,,,
7.10 MDG Gender parity index,Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.08,,
3.1 (secondary school),,,,
CHILD PROTECTION,,,,
Birth registration,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
8.1 Birth registration,Percentage of children under age 5 whose births are reported registered,88.7,,
Child labour,,,,
8.2 Child labour,Percentage of children age 5-17 years who are involved in child labour,18.3,,
Child discipline,,,,
8.3 Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,69.7,,
Early marriage and polygyny,,,,
8.4                        Marriage before age 15,Percentage of people age 15-49 years who were ﬁrst married or in union before age 15,4.4,,
,Women,1.0,,
,Men,,,
8.5                        Marriage before age 18,Percentage of people age 20-49 years who were ﬁrst married or in union before age 18,26.9,,
,Women,6.6,,
,Men,,,
8.6                        Young people age 15- 19 years currently married or in union,Percentage of young people age 15-19 years who are married or in union,13.3,,
,Women,13.4,,
,Men,,,
8.7 Polygyny,Percentage of people age 15-49 years who are in a,,,
,polygynous union,,,
,(a) Women,3.3,,
,(b) Men,4.2,,
8.8a Spousal age diﬀerence,Percentage of young women who are married or in union,,,
8.8b,"and whose spouse is 10 or more years older,",,,
,"(a) among women age 15-19 years,",15.5,,
,(b) among women age 20-24 years,15.1,,
Attitudes towards domestic violence,,,,
8.12        Attitudes towards domestic violence,"Percentage of people age 15-49 years who state that a husband is justiﬁed in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",10.2,,
,Women,9.6,,
,Men,,,
Children’s living arrangements,,,,
8.13 Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,10.0,,
8.14                Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,7.0,,
8.15                 Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,5.7,,
HIV/AIDS AND SEXUAL BEHAVIOUR,,,,
HIV/AIDS knowledge and attitudes,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
- Have heard of AIDS,Percentage of people age 15-49 years who have heard of,,,
,AIDS,,,
,(a) Women,97.5,,
,(b) Men,97.4,,
9.1 MDG Knowledge about HIV,"Percentage of young people age 15-24 years who correctly identify ways of preventing the sexual transmission of HIV, and who reject major misconceptions about HIV transmission",51.5,,
6.3 prevention among young people,Women,40.2,,
,Men,,,
9.2            Knowledge of mother- to-child transmission of HIV,Percentage of people age 15-49 years who correctly identify all three means of mother-to-child transmission of HIV,52.5,,
,Women,34.6,,
,Men,,,
9.3             Accepting attitudes towards people living with HIV,Percentage of people age 15-49 years expressing accepting attitudes on all four questions toward people living with HIV,23.2,,
,Women,23.0,,
,Men,,,
HIV testing,,,,
9.4                     People who know where to be tested for HIV,Percentage of people age 15-49 years who state knowledge of a place to be tested for HIV,90.0,,
,Women,87.6,,
,Men,,,
9.5            People who have been tested for HIV and know the results,Percentage of people age 15-49 years who have been tested for HIV in the last 12 months and who know their results,26.3,,
,Women,24.9,,
,Men,,,
9.6              Sexually active young people who have been tested for HIV and know the results,"Percentage of young people age 15-24 years who have had sex in the last 12 months, who have been tested for HIV in the last 12 months and who know their results",40.8,,
,Women,26.5,,
,Men,,,
9.7      HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",66.7,,
9.8      HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were oﬀered and accepted an HIV test during antenatal care and received their results",84.8,,
Sexual behaviour,,,,
9.9             Young people who have never had sex,Percentage of never married young people age 15-24 years who have never had sex,79.0,,
,Women,55.8,,
,Men,,,
9.10               Sex before age 15 among young people,Percentage of young people age 15-24 years who had sexual intercourse before age 15,4.9,,
,Women,12.6,,
,Men,,,
9.11          Age-mixing among sexual partners,Percentage of women age 15-24 years who had sex in the last 12 months with a partner who was 10 or more years older,11.8,,
9.12 Multiple sexual partnerships,Percentage of people age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,1.9,,
,Women,13.8,,
,Men,,,
9.13         Condom use at last sex among people with multiple sexual partnerships,Percentage of people age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,42.2,,
,Women,59.0,,
,Men,,,
9.14      Sex with non-regular partners,"Percentage of sexually active young people age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",12.0,,
,Women,36.7,,
,Men,,,
9.15 MDG Condom use with non-,"Percentage of young people age 15-24 years reporting the use of a condom during the last sexual intercourse with a non-marital, non-cohabiting sex partner in the last 12 months",57.2,,
6.2 regular partners,Women,87.5,,
,Men,,,
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
10.1 Exposure to mass,"Percentage of people age 15-49 years who, at least once",,,
media,"a week, read a newspaper or magazine, listen to the",,,
,"radio, and watch television",,,
,(a) Women,39.9,,
,(b) Men,41.3,,
Use of information/communication technology,,,,
10.2 Use of computers,Percentage of young people age 15-24 years who used a,,,
,computer during the last 12 months,,,
,(a) Women,62.2,,
,(b) Men,67.6,,
Use of information/communication technology,,,,
10.2 Use of computers,Percentage of young people age 15-24 years who used a,,,
,computer during the last 12 months,,,
,(a) Women,62.2,,
,(b) Men,67.6,,
10.3 Use of internet,Percentage of young people age 15-24 years who used,,,
,the internet during the last 12 months,,,
,(a) Women,66.6,,
,(b) Men,66.5,,
SUBJECTIVE WELL-BEING,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
11.1 Life satisfaction,Percentage of young people age 15-24 years who are,,,
,"very or somewhat satisﬁed with their life, overall",,,
,(a) Women,93.0,,
,(b) Men,95.1,,
11.2 Happiness,Percentage of young people age 15-24 years who are,,,
,very or somewhat happy,,,
,(a) Women,93.6,,
,(b) Men,92.6,,
11.3                   Perception of a better life,"Percentage of young people age 15-24 years whose life improved during the last one year, and who expect that their life will be better after one year",81.9,,
,Women,83.3,,
,Men,,,
TOBACCO AND ALCOHOL USE,,,,
Tobacco use,,,,
MICS,Description,Value,,
Indicator Indicator,,,,
12.1 Tobacco use,Percentage of people age 15-49 years who smoked,,,
,"cigarettes, or used smoked or smokeless tobacco",,,
,products at any time during the last one month,,,
,(a) Women,2.1,,
,(b) Men,20.7,,
12.2 Smoking before age 15,Percentage of people age 15-49 years who smoked a,,,
whole cigarette before age 15,,,,
(a) Women,1.7,,,
(b) Men,9.4,,,
Alcohol use,,,,
12.3 Use of alcohol,Percentage of people age 15-49 years who had at least,,,
one alcoholic drink at any time during the last one month,,,,
(a) Women,26.0,,,
(b) Men,63.0,,,
12.4                  Use of alcohol before age 15,Percentage of people age 15-49 years who had at least one alcoholic drink before age 15,5.1,,
,Women,,,
,Men,,,
20.0,,,,
