0,1,2,3,4,5
5.3,5.3,Contraceptive prevalence rate,47.5,per cent,
Maternal and new- born health,,5.5,Antenatal care coverage,,
5.5a,,At least once by skilled personnel,91.3,per cent,
5.5b,,At least four times by any provider,46.0,per cent,
5.6,,Content of antenatal care,62.9,per cent,
5.7,5.2,Skilled attendant at delivery,55.6,per cent,
5.8,,Institutional deliveries,52.7,per cent,
5.9,,Caesarean section,6.1,per cent,
CHILD DEVELOPMENT,,,,,
Child development,6.1,,Support for learning,31.9,per cent
6.2,,Father’s support for learning,30.5,per cent,
6.3,,Learning materials: children’s books,4.4,per cent,
6.4,,Learning materials: playthings,61.6,per cent,
6.5,,Inadequate care,55.3,per cent,
6.6,,Early child development index,31.8,per cent,
6.7,,Attendance to early childhood education,44.2,per cent,
EDUCATION,,,,,
Literacy and education,7.1,2.3,Literacy rate among young women,85.6,per cent
7.2,,School readiness,76.8,per cent,
7.3,,Net intake rate in primary education,21.0,per cent,
7.4,2.1,Primary school net attendance ratio (adjusted),78.9,per cent,
7.5,,Secondary school net attendance ratio (adjusted),25.3,per cent,
7.6,2.2,Children reaching last grade of primary,89.1,per cent,
7.7,,Primary completion rate,76.5,per cent,
7.8,,Transition rate to secondary school,62.8,per cent,
7.9,,Gender parity index (primary school),1.03,ratio,
7.10,,Gender parity index (secondary school),1.02,ratio,
CHILD PROTECTION,,,,,
Birth registration,8.1,,Birth registration,52.7,per cent
Child labour,8.2,,Child labour,50.7,per cent
8.3,,School attendance among child labourers,96.6,per cent,
8.4,,Child labour among students,51.0,per cent,
Child discipline,8.5,,Violent discipline,88.4,per cent
Topic                           MICS4        MDG          Indicator                                                   Value and Units Indicator Indicator,,,,,
Number Number,,,,,
Early marriage and polygyny,8.6,,Marriage before age 15,12.5,per cent
8.7,,Marriage before age 18,45.4,per cent,
8.8,,Young women age 15-19 currently married or in union,22.1,per cent,
8.9,,Polygyny,18.6,per cent,
,,Spousal age difference,,,
8.10a,,Women age 15-19,16.9,per cent,
8.10b,,Women age 20-24,17.1,per cent,
Female genital mutilation/cutting,8.11,,Approval for female genital mutilation/cutting (FGM/C),19.9,per cent
8.12,,Prevalence of female genital mutilation/cutting (FGM/C) among women,36.5,per cent,
Domestic violence,8.14,,Attitudes towards domestic violence,65.1,per cent
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CHILDREN",,,,,
HIV/AIDS,9.1,,Comprehensive knowledge about HIV prevention,53.0,per cent
knowledge and attitudes,,,,,
9.2,6.3,Comprehensive knowledge about HIV prevention among young people,53.3,per cent,
9.3,,Knowledge of mother-to-child transmission of HIV,50.1,per cent,
9.4,,Accepting attitude towards people living with HIV,20.1,per cent,
9.5,,Women who know where to be tested for HIV,95.2,per cent,
9.6,,Women who have been tested for HIV and know the results,54.9,per cent,
9.7,,Sexually active young women who have been tested for HIV and know the results,39.8,per cent,
9.8,,HIV counselling during antenatal care,79.0,per cent,
9.9,,HIV testing during antenatal care,76.8,per cent,
Sexual behaviour,9.10,,Young women who have never had sex,44.6,per cent
9.11,,Sex before age 15 among young women,25.4,per cent,
9.12,,Age-mixing among sexual partners,13.2,per cent,
9.13,,Sex with multiple partners,2.4,per cent,
9.14,,Condom use during sex with multiple partners,43.1,per cent,
9.15,,Sex with non-regular partners,5.8,per cent,
9.16,6.2,Condom use with non-regular partners,68.1,per cent,
Orphaned children,9.17,,Children’s living arrangements,15.2,per cent
9.18,,Prevalence of children with at least one parent dead,18.2,per cent,
9.19,6.4,School attendance of orphans,95.5,per cent,
9.20,6.4,School attendance of non-orphans,99.2,per cent,
