0,1,2,3,4
Female genital,Approval for female genital mutilation/ cutting (FGM/C),28.9,per cent,
,Prevalence of female genital mutilation/ cutting (FGM/C) among women,,,
,Prevalence of female genital mutilation/ cutting (FGM/C) among girls,,,
mutilation/,,,,
cutting,99.1,per cent,,
,27.7,percent,,
Domestic violence,8.14               Attitudes towards domestic violence women age 15-49 years,,,
,,54.6,per cent,
Orphaned,Children’s living arrangements,11.9,per cent,
,Prevalence of children with one or both parents dead,,,
,6.4 School attendance of orphans,,,
,6.4 School attendance of non-orphans,,,
children,10.9,per cent,,
,71.5,per cent,,
,61.9,per cent,,
Topic,MICS4          MDG                           Indicator                           Value Indicator Indicator,,,
,Number Number,,,
HIV/AIDS,,,,
HIV/AIDS,Comprehensive knowledge about HIV prevention,,,
knowledge and attitudes,6.3 Comprehensive knowledge about HIV,,,
,Knowledge of mother-to-child transmission of HIV,,,
,Accepting attitudes towards people living with HIV,,,
,Women who know where to be tested for  28.4   per cent HIV,,,
,Women who have been tested for HIV     2.7      per cent and know the results,,,
,women age 15-49 years 6.4 per cent,,,
,prevention among young people,,,
,women age 15-24 years 7.0 per cent,,,
,women age 15-49 years 53.2 per cent,,,
,women age 15-49 years 8.3 per cent,,,
,HIV counselling during antenatal care 4.7 per cent,,,
,HIV testing during antenatal care 2.6 per cent,,,
ACCESS TO MASS MEDIA AND USE OF INFORMATION/COMMUNICATION TECHNOLOGY,,,,
Access to mass media,MT.1,Exposure to mass media women age 15-49 years,,
,,,6.5,per cent
Use of information/ communication technology,MT.2 MT.3,Use of computers,,per cent per cent
,,women age 15-24 years Use of internet,13.1,
,,women age 15-24 years,,
,,,14.3,
