0,1,2,3
5.4 MDG 5.6,Unmet need,Percentage of women aged 15-49 years currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception.,6.1
Maternal and newborn health,,,
Antenatal care coverage,Percentage of women aged 15-49 years with a live birth in the last two years who were attended during their last pregnancy by:,,
5.5a MDG 5.5,(a) At least once by skilled health personnel,95.8,
5.5b MDG 5.5,(b) At least four times by any provider,73.7,
5.6 Content of antenatal care,Percentage of women aged 15-49 years with a live birth in the last two years who had their blood pressure measured and gave urine and blood samples during the last pregnancy,56.2,
5.7 MDG 5.2 Skilled attendant at delivery,Percentage of women aged 15-49 years with a live birth in the last two years who were attended by skilled health personnel during their most recent live birth,93.8,
5.8 Institutional deliveries,Percentage of women aged 15-49 years with a live birth in the last two years whose most recent live birth was delivered in a health facility,93.6,
5.9 Caesarean section,Percentage of women aged 15-49 years whose most recent live birth in the last two years was delivered by caesarean section.,27.5,
Post-natal health checks,,,
5.10                    Post-partum stay in health facility,Percentage of women aged 15-49 years who stayed in a health facility for 12 hours or more after the delivery of their most recent live birth in the last two years,98.2,
5.11                        Post-natal health check for the newborn,"Percentage of last live births in the last two years when the newbornreceived a health check while at a healthfacility or at home following delivery, or a post-natal care visit within two days after delivery",89.1,
5.12                        Post-natal health check for the mother,"Percentage of women aged 15-49 years who received a health check while at a health facility or at home following delivery, or a post-natal care visit within two days after delivery of their most recent live birth in the last two years.",89.8,
CHIlD DevelOPMeNt,,,
MICs Indicator Indicator,Description,value,
6.1                  Attendance for early childhood education,Percentage of children aged 36-59 months attending an early childhood education programme,71.3,
6.2 Support for learning,Percentage of children aged 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last three days,75.9,
6.3                  Father’s support for learning     Percentage of children aged 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last three days.,14.9,,
6.4                  Mother’s support for learning   Percentage of children aged 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last three days,45.0,,
6.5                       Availability of children’s books,Percentage of children aged under 5 who have three or more children’s books,26.2,
6.6 Availability of playthings,Percentage of children aged under 5 who play with two or more types of playthings,51.5,
6.7 Inadequate care,Percentage of children aged under 5 left alone or in the care of another child younger than 10 years for more than one hour at least once in the last week,7.0,
6.8                       Early child development index,"Percentage of children aged 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social-emotional and learning.",88.7,
lIterACy AND eDuCAtIONvii,,,
MICs Indicator,Indicator,Description,value
7.1 MDG 2.3,Literacy rate among young people,"Percentage of woman aged 15-24 years able to read a short, simple statement about everyday life or who attended secondary or higher education",96.5
7.2 School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,96.8,
7.3              Net intake rate in primary education,Percentage of children of school-entry age who entered the first grade of primary school,96.1,
7.4 MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,97.7
7.5                     Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,83.9,
7.S1,Lower secondary school net attendance ratio (adjusted),Percentage of children of lower secondary school age currently attending lower secondary school or higher,90.4
7.S2,Upper secondary school net attendance ratio (adjusted),Percentage of children of upper secondary school age currently attending upper secondary school or higher,70.7
7.6 MDG 2.2,Children reaching last grade of primary school,Percentage of children entering first grade of primary school who reached last grade,98.6
7.7                        Primary school completion rate,Number of children attending last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),95.9,
7.8                   Transition rate to secondary school,Number of children who attended the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by the number of children who attended the last grade of primary school during the previous school year.,98.0,
7.S3,Transition rate to upper secondary school,Number of children who attended the last grade of lower secondary school during the previous school year who are in the first grade of upper secondary school during the current school year divided by the number of children who attended the last grade of lower secondary school during the previous school year,89.5
7.9 MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.00
7.10 MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.04
7.S4,Gender Parity Index (lower secondary school),Lower secondary school net attendance ratio (adjusted) for girls divided by lower secondary school net attendance ratio (adjusted) for boys,1.03
7.S5,Gender parity index (upper secondary school),Upper secondary school net attendance ratio (adjusted) for girls divided by upper secondary school net attendance ratio (adjusted) for boys.,1.11
CHIlD PrOteCtION Birth registration,,,
MICs INDICAtOr Indicator Description,value,,
8.1                      Birth registration               Percentage of children aged under 5 whose births were reported registered,96.1,,
Child labour,,,
8.2                   Child labour                   Percentage of children aged 5-17 years who are involved in child labourviii,16.4,,
Child discipline,,,
8.3                   Violent discipline                  Percentage of children aged 1-14 years who experienced psychological aggression or physical punishment during the last month.,68.4,,
early marriage and polygyny,,,
8.4                     Marriage before age of 15  Percentage of women aged 15-49 years who were first married or in union before the age of 15,0.9,,
8.5                     Marriage before age of 18  Percentage of women aged 20-49 years who were first married or in union before the age of 18,11.2,,
"8.6                    Young people aged 15-19  Percentage of young women aged 15-19 years years currently married or married or in union
in union",10.3,,
8.7                   Polygyny                    Percentage of women aged 15-49 years in a polygynous union,0.7,,
"Spousal age difference Percentage of young women who are married or
in union and whose spouse is 10 or more years older:
8.8a (a) Among women aged 15-19 years
8.8b (b) Among women aged 20-24 years","5.8
4.7",,
Attitudes towards domestic violence,,,
"8.12          Attitudes towards domestic   Percentage of women aged 15-49 years who violence state that a husband is justified in hitting or
beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food.",28.2,,
"8.S1          Attitudes towards domestic Percentage of women aged 15-49 years who violenceix state that a husband is justified in hitting or
beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food, (5) she does not complete housework, (6) she is doubted to be faithful, (7) she is disclosed as faithful.",50.0,,
Children’s living arrangements,,,
8.13            Children’s living            Percentage of children aged 0-17 years living with arrangements neither biological parent,5.2,,
8.14                Prevalence of children with    Percentage of children aged 0-17 years with one one or both parents dead or both biological parents dead,3.5,,
8.15                 Children with at least one  Percentage of children aged 0-17 years with at parent living abroad least one biological parent living abroad.,1.3,,
HIv/AIDs,,,
HIv/AIDs knowledge and attitudes,,,
MICs Indicator Indicator,Description,value,
- Have heard of AIDS,Percentage of women aged 15-49 years who have heard of AIDS,94.5,
"9.1 MDG 6.3 Knowledge of HIV
prevention among young women",Percentage of young women aged 15-24 years who correctly identified ways to prevent sexual transmission of HIVx and who rejected major misconceptions about HIV transmission,49.3,
"9.2 Knowledge of
mother-to-child transmission of HIV",Percentage of women aged 15-49 years who correctly identified all three meansxi of mother-to-child transmission of HIV,46.8,
9.3                             Accepting attitudes towards people living with HIV,Percentage of women aged 15-49 years who expressed accepting attitudes in all four questionsxii on attitudes towards people living with HIV.,30.0,
HIv testing,,,
9.4                          People who know where to be tested for HIV,Percentage of women 15-49 years who stated knowledge of a place to be tested for HIV,69.9,
9.5                       People who have been tested for HIV and know the results,Percentage of women aged 15-49 years who have been tested for HIV in the last 12 months and who know their results,11.3,
9.7               HIV counselling during antenatal care,"Percentage of women aged 15-49 years who had a live birth in the last two years and received antenatal care during the pregnancy of their
most recent birth, with counselling on HIV during antenatal care",29.3,
"9.8 HIV testing during
antenatal care","Percentage of women aged 15-49 years who had a live birth in the last two years and received
antenatal care during the pregnancy of their most recent birth, reporting they offered and accepted an HIV test during antenatal care and received their results.",30.0,
"ACCess tO MAss MeDIA AND INFOrMAtION/COMMuNICAtION teCHNOlOGy
Access to mass media",,,
MICs Indicator Indicator,Description,value,
10.1 Exposure to mass media,"Percentage of women aged 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television.",13.2,
use of information/communication technology,,,
10.2 Use of computers,Percentage of young women aged 15-24 years who used a computer during the last 12 months,63.3,
10.3 Use of internet,Percentage of young women aged 15-24 years who used the internet during the last 12 months,66.7,
10.S1 Use of mobile phones,Percentage of women aged 15-49 years who own a mobile phone or use one as if was theirs.,81.9,
