0,1,2,3,4,5
,9.0,per cent,,,
Domestic,8.14,Attitudes towards domestic violence women age 15-49 years men age 15-49 years,,,
violence,58.2,per cent,,,
,49.1,per cent,,,
Topic,MICS4 MDG,,Value,,
,Indicator Indicator Indicator Number Number,,,,
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CHILDREN",,,,,
HIV/AIDS,Comprehensive knowledge about HIV prevention,,,,
,women age 15-49 years,,,,
,6.3 women age 15-24 years,,,,
,women age 15-49 years,,,,
,women age 15-49 years,,,,
,Women who know where to be tested for HIV Men who know where to be tested for HIV,,,,
,Women who have been tested for HIV and know the results Men who have been tested for HIV and know the results,,,,
,Sexually active young women who have been tested for HIV and know the results,,,,
,HIV counselling during antenatal care,,,,
,HIV testing during antenatal care,,,,
,men age 15-49 years,,,,
,Comprehensive knowledge about HIV prevention among young people,,,,
,men age 15-24 years,,,,
,Knowledge of mother-to-child transmission of HIV,,,,
,men age 15-49 years,,,,
,Accepting attitudes towards people living with HIV,,,,
,men age 15-49 years,,,,
,Sexually active young men who have been tested for HIV and know the results,,,,
knowledge and attitudes,22.7,per cent per cent,,,
,29.9,,,,
,24.0,per cent,,,
,27.6,per cent,,,
,55.4,per cent,,,
,57.0,per cent,,,
,17.0,per cent,,,
,14.2,per cent,,,
,37.3,per cent,,,
,46.5,per cent,,,
,2.3,per cent,,,
,2.2,per cent,,,
,3.8,per cent,,,
,2.6,per cent,,,
,12.1,per cent,,,
,6.2,per cent,,,
Sexual behaviour,9.10,,Young women who have never had sex Young men who have never had sex Sex before age 15 among young people,96.5,per cent
,9.11,,women age 15-24 years men age 15-24 years,,
,9.12,,Age –mixing among sexual partner,,
,,,Women age 15-24 years,,
,74.6,per cent,,,
,6.4,per cent,,,
,2.7,per cent,,,
,10.9,per cent,,,
Orphaned,9.17,,Children’s living arrangements,6.3,per cent
children,9.18,,Prevalence of children with one or both parents dead,5.3,per cent
,9.19,6.4,School attendance of orphans,66.8,per cent
,9.20,6.4,School attendance of non-orphans,83.8,per cent
ACCESS TO MASS MEDIA AND USE OF INFORMATION/COMMUNICATION TECHNOLOGY,,,,,
Access to mass,MT.1,Exposure to mass media,,,
,,women age 15-49 years men age 15-49 years,,,
media,,6.8,per cent,,
,,9.9,per cent,,
Use of information/ communication technology,MT.2,Use of computers,13.9,per cent per cent,
,,women age 15-24 years men age 15-24 years,15.9,,
,,Use of internet,,,
,,women age 15-24 years men age 15-24 years,,,
,MT.3,7.5,per cent,,
,,9.4,per cent,,
