0,1,2,3,4
3.15,,Use of solid fuels for cooking,Percentage of household members in households that use solid fuels as the primary source of domestic energy to cook,73.9
Malaria / Fever,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
-,,Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,27.1
3.16a,,Household availability of insecticide-treated nets (ITNs),Percentage of households with,42.2
3.16b,,,at least one ITN,20.9
,,,at least one ITN for every two people,
3.17a,,Household vector control,Percentage of households,
3.17b,,,with at least one ITN or that have been sprayed by IRS in the last 12 months,
,,,with at least one ITN for every two people or that have been sprayed by IRS in the last 12 months,
,,47.6,,
,,34.0,,
3.18,MDG 6.7,Children under age 5 who slept under an ITN,Percentage of children under age 5 who slept under an ITN the previous night,26.8
3.19,,Population that slept under an ITN,Percentage of household members who slept under an ITN the previous night,23.2
3.20,,Care-seeking for fever,Percentage of children under age 5 with fever in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,47.1
3.21,,Malaria diagnostics usage,Percentage of children under age 5 with fever in the last 2 weeks who had a finger or heel stick for malaria testing,14.1
3.22,MDG 6.8,Anti-malarial treatment of children under age 5,Percentage of children under age 5 with fever in the last 2 weeks who received any antimalarial treatment,3.0
3.23,,Treatment with Artemisinin-based Combination Therapy (ACT) among children who received anti- malarial treatment,Percentage of children under age 5 with fever in the last 2 weeks who received ACT (or other first-line treatment according to national policy),78.8
3.24,,Pregnant women who slept under an ITN,Percentage of pregnant women who slept under an ITN the previous night,26.3
3.25,,Intermittent preventive treatment for malaria during pregnancy,"Percentage of women age 15-49 years who received three or more doses of SP/Fansidar, at least one of which was received during an ANC visit, to prevent malaria during their last pregnancy that led to a live birth in the last 2 years",6.4
WATER AND SANITATION,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
4.1,MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,76.1
4.2,,Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,16.4
4.3,MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,35.0
4.4,,Safe disposal of child’s faeces,Percentage of children age 0-2 years whose last stools were disposed of safely,57.8
4.5,,Place for handwashing,Percentage of households with a specific place for hand washing where water and soap or other cleansing agent are present,10.3
4.6,,Availability of soap or other cleansing agent,Percentage of households with soap or other cleansing agent,55.8
REPRODUCTIVE HEALTH,,,,
Contraception and unmet need,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
-,,Total fertility rate,Total fertility rate for women age 15-49 years,4.3
5.1,MDG 5.4,Adolescent birth rate,Age-specific fertility rate for women age 15-19 years,120
5.2,,Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,22.4
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,67.0
5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,10.4
Maternal and newborn health,,,,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,
5.5b,MDG 5.5,,at least once by skilled health personnel,
,,,at least four times by any provider,
,,,93.7,
,,,70.1,
5.6,,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,51.8
5.S1,,Iron supplementation,Percentage of women age 15-49 years with a live birth in the last 2 years who received iron supplements,83.5
5.S2,,Folate supplementation,Percentage of women age 15-49 years with a live birth in the last 2 years who received folate supplement,66.9
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,80.0
5.8,,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,79.6
5.9,,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,6.0
Post-natal health checks,,,,
5.10,,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,83.5
5.11,,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",85.0
5.12,,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",77.3
Maternal mortality,,,,
5.13,MDG 5.1,Maternal mortality ratio,"Deaths during pregnancy, childbirth, or within two months after delivery or termination of pregnancy, per 100 000 live births within the 7-year period preceding the survey",614
CHILD DEVELOPMENT,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,21.6,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,43.1,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,2.6,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,17.3,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,3.4,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,62.3,
CHILD DEVELOPMENT,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,18.5,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",61.8,
LITERACY AND EDUCATION,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
7.1,MDG 2.3,Literacy rate among young people,Percentage of young people age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,
,,,women,
,,,men,
,,,92.0,
,,,86.1,
7.2,,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,86.2
7.3,,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,73.3
7.4,MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,93.3
7.5,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,47.7
7.6,MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,90.7
7.7,,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),98.9
7.8,,Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year,78.9
7.9,MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.01
7.10,MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.17
CHILD PROTECTION,,,,
Birth registration,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,32.3,
Child discipline,,,,
8.3,Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,62.6,
Early marriage and polygyny,,,,
8.4,Marriage before age 15,Percentage of people age 15-49 years who were first married or in union before age 15,,
,,Women,,
,,Men,,
,,4.9,,
,,0.3,,
8.5,Marriage before age 18,Percentage of people age 20-49 years who were first married or in union before age 18,,
,,Women,,
,,Men,,
,,32.8,,
,,3.7,,
8.6,Young people age 15-19 years currently married or in union,Percentage of young people age 15-19 years who are married or in union,,
,,Women,,
,,Men,,
,24.5,,,
,1.7,,,
8.7,Polygyny,Percentage of people age 15-49 years who are in a polygynous union,,
,,Women,,
,,Men,,
,,10.1,,
,,3.8,,
8.8a,Spousal age difference,"Percentage of young women who are married or in union and whose spouse is 10 or more years older,",,
8.8b,,"among women age 15-19 years,",,
,,among women age 20-24 years,,
,,19.9,,
,,17.5,,
Attitudes Towards Domestic Violence,,,,
8.12,Attitudes towards domestic violence,"Percentage of people age 15-49 years who state that a husband/partner is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",,
,,Women,,
,,Men,,
,,37.4,,
,,23.7,,
Children’s living arrangements,,,,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,26.6,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,17.9,
8.15,Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,10.6,
HIV/AIDS AND SEXUAL BEHAVIOUR,,,,
HIV/AIDS knowledge and attitudes,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
-,Have heard of AIDS,Percentage of people age 15-49 years who have heard of AIDS,,
,,Women,,
,,Men,,
,,99.4,,
,,98.8,,
9.1,MDG 6.3,Knowledge about HIV prevention among young people,"Percentage of young people age 15-24 years who correctly identify ways of preventing the sexual transmission of HIV, and who reject major misconceptions about HIV transmission",
,,,Women,
,,,Men,
,,,56.4,
,,,51.7,
9.2,,Knowledge of mother-to- child transmission of HIV,Percentage of people age 15-49 years who correctly identify all three means of mother-to-child transmission of HIV,
,,,Women,
,,,Men,
,,,63.4,
,,,51.6,
9.3,,Accepting attitudes towards people living with HIV,Percentage of people age 15-49 years expressing accepting attitudes on all four questions toward people living with HIV,
,,,Women,
,,,Men,
,,,43.2,
,,,43.8,
HIV testing,,,,
9.4,,People who know where to be tested for HIV,Percentage of people age 15-49 years who state knowledge of a place to be tested for HIV,
,,,Women,
,,,Men,
,,,95.2,
,,,93.5,
9.5,,People who have been tested for HIV and know the results,Percentage of people age 15-49 years who have been tested for HIV in the last 12 months and who know their results,
,,,Women,
,,,Men,
,,,50.6,
,,,40.3,
9.6,,Sexually active young people who have been tested for HIV and know the results,"Percentage of young people age 15-24 years who have had sex in the last 12 months, who have been tested for HIV in the last 12 months and who know their results",
,,,Women,
,,,Men,
,84.5,,,
,58.9,,,
9.7,,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",77.7
9.8,,HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",89.3
Sexual behaviour,,,,
9.9,,Young people who have never had sex,Percentage of never married young people age 15-24 years who have never had sex,
,,,Women,
,,,Men,
,,,78.0,
,,,61.9,
9.10,,Sex before age 15 among young people,Percentage of young people age 15-24 years who had sexual intercourse before age 15,
,,,Women,
,,,Men,
,,,4.1,
,,,3.9,
9.11,,Age-mixing among sexual partners,Percentage of women age 15-24 years who had sex in the last 12 months with a partner who was 10 or more years older,17.9
9.12,,Multiple sexual partnerships,Percentage of people age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,
,,,Women,
,,,Men,
,,,1.2,
,,,10.6,
9.13,,Condom use at last sex among people with multiple sexual partnerships,Percentage of people age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,
,,,Women,
,,,Men,
,,,49.1,
,,,43.1,
9.14,,Sex with non-regular partners,"Percentage of sexually active young people age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",
,,,Women,
,,,Men,
,,,11.8,
,,,28.8,
9.15,MDG 6.2,Condom use with non- regular partners,"Percentage of young people age 15-24 years reporting the use of a condom during the last sexual intercourse with a non-marital, non-cohabiting sex partner in the last 12 months",
,,,Women,
,,,Men,
,,,57.6,
,,,74.9,
Orphans,,,,
9.16,MDG 6.4,Ratio of school attendance of orphans to school attendance of non-orphans,Proportion attending school among children age 10-14 years who have lost both parents divided by proportion attending school among children age 10-14 years whose parents are alive and who are living with one or both parents,0.94
Male circumcision,,,,
9.17,,Male circumcision,Percentage of men age 15-49 years who report having been circumcised,11.2
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
10.1,Exposure to mass media,"Percentage of people age 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",,
,,Women,,
,,Men,,
,,8.0,,
,,15.0,,
Use of information and communication technology,,,,
10.2,Use of computers,Percentage of young people age 15-24 years who used a computer during the last 12 months,,
,,Women,,
,,Men,,
,,18.0,,
,,24.0,,
10.S1,Use of computers,Percentage of adults who used a computer during the last 12 months,,
,,Women age 15-49 years,,
,,Men age 15-54 years,,
,,13.9,,
,,22.2,,
10.S2,Use of mobile or non- mobile phones,Percentage of young people age 15-24 years who used a mobile or non-mobile phone during the last 12 months,,
,,Young women,,
,,Young men,,
,,85.2,,
,,85.6,,
10.S3,Use of mobile or non- mobile phones,Percentage of adults who used a mobile or non-mobile phone during the last 12 months,,
,,Women age 15-49 years,,
,,Men age 15-54 years,,
,,88.6,,
,,90.3,,
10.3,Use of internet,Percentage of young people age 15-24 years who used the internet during the last 12 months,,
,,Women,,
,,Men,,
,,21.6,,
,,30.8,,
10.S4,Use of internet,Percentage of adults who used the internet during the last 12 months,,
,,Women age 15-49 years,,
,,Men age 15-54 years,,
,,19.1,,
,,30.3,,
TOBACCO AND ALCOHOL USE,,,,
Tobacco use,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
12.1,Tobacco use,"Percentage of people age 15-49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",,
,,Women,,
,,Men,,
,,0.7,,
,,19.4,,
12.2,Smoking before age 15,Percentage of people age 15-49 years who smoked a whole cigarette before age 15,,
,,Women,,
,,Men,,
,,0.1,,
,,1.9,,
Alcohol use,,,,
12.3,Use of alcohol,Percentage of people age 15-49 years who had at least one alcoholic drink at any time during the last one month,,
,,Women,,
,,Men,,
,,2.0,,
,,29.6,,
12.4,Use of alcohol before age 15,Percentage of people age 15-49 years who had at least one alcoholic drink before age 15,,
,,Women,,
,,Men,,
,,0.5,,
,,2.8,,
