0,1,2,3,4
,Percentage of non-breastfed children age 6–23 months who received at least 2 milk feedings and had at least the minimum dietary diversity not including milk feeds and the minimum meal frequency during the previous day,70.7,,
2.18 Bottle feeding,Percentage of children age 0-23 months who were fed with a bottle during the previous day,75.2,,
Low-birthweight,,,,
MICS Indicator Indicator,Description,Value,,
2.20 Low-birthweight infants,"Percentage of most recent live births in the last 2 years weighing below 2,500 grams at birth",4.0,,
2.21 Infants weighed at birth,Percentage of most recent live births in the last 2 years who were weighed at birth,98.6,,
Vaccinations,,,,
MICS Indicator,Indicator,Description,Value,
3.1,Tuberculosis immunization coverage,Percentage of children age 12-23 months who received BCG vaccine by their first birthday,99.4,
3.2,Polio immunization coverage,Percentage of children age 12-23 months who received the third dose of OPV vaccine (OPV3) by their first birthday,80.3,
3.3,"Diphtheria, pertussis and tetanus (DPT) immunization coverage",Percentage of children age 12-23 months who received the third dose of DPT vaccine (DPT3) by their first birthday,84.5,
3.4 MDG 4.3,Measles immunization coverage,Percentage of children age 24-35 months who received measles vaccine by their second birthday,92.2,
3.5,Hepatitis B immunization coverage,Percentage of children age 24-35 months who received the third dose of Hepatitis B vaccine (HepB3) by their second birthday,87.4,
3.6,Haemophilus influenzae type B (Hib) immunization coverage,Percentage of children age 12-23 months who received the third dose of Hib vaccine (Hib3) by their first birthday,80.3,
3.8,Full immunization coverage,Percentage of children age 24-35 months who received allviii vaccinations recommended in the national immunization schedule by their first birthday and measles and third dose of HepB by their second birthday,60.7,
Diarrhoea,,,,
MICS Indicator Indicator Description,Value,,,
- Children with diarrhoea Percentage of children under age 5 with diarrhoea in the,2.3,,,
last 2 weeks,,,,
3.10 Care-seeking for diarrhoea Percentage of children under age 5 with diarrhoea in the,(56.4),,,
last 2 weeks for whom advice or treatment was sought from a health facility or provider,,,,
3.11                         Diarrhoea treatment with            Percentage of children under age 5 with diarrhoea in the oral rehydration salts (ORS) last 2 weeks who received ORS and zincix,(31.9),,,
and zinc,,,,
"3.12                            Diarrhoea treatment with            Percentage of children under age 5 with diarrhoea in the oral rehydration therapy    last 2 weeks who received ORT (ORS packet, pre-packaged (ORT) and continued feeding ORS fluid, recommended homemade fluid or increased",(62.7),,,
fluids) and continued feeding during the episode of diarrhoea,,,,
( ) Figures that are based on 25-49 unweighted cases,,,,
Acute Respiratory Infection (ARI) symptoms,,,,
MICS Indicator Indicator,Description,Value,,
- Children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks,1.0,,
3.13                        Care-seeking for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,*,,
3.14                        Antibiotic treatment for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks who received antibiotics,*,,
* Figures that are based on fewer than 25 unweighted cases,,,,
Solid fuel use,,,,
MICS Indicator,Indicator Description,Value,,
3.15,Use of solid fuels for cooking Percentage of household members in households that use,44.8,,
,solid fuels as the primary source of domestic energy to cook,,,
Fever,,,,
MICS Indicator Indicator,Description,Value,,
- Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,10.8,,
3.20 Care-seeking for fever,Percentage of children under age 5 with fever in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,74.0,,
Water and sanitation,,,,
MICS Indicator,Indicator,Description,Value,
4.1 MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,99.4,
4.2,Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,4.5,
4.3 MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,95.7,
4.4,Safe disposal of child’s faeces,Percentage of children age 0-2 years whose last stools were disposed of safely,21.3,
Contraception and unmet need,,,,
MICS Indicator Indicator,Description,Value,,
- Total fertility rate,Total fertility rateA for women age 15-49 years,1.6,,
5.1,MDG 5.4,Adolescent birth rate,Age-specific fertility rateA for women age 15-19 years,12
5.2,,Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,2.7
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,23.3
5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,21.8
"A The age-specific fertility rate is defined as the number of live births to women in a specific age group during a specified period, divided by the average number of women in that age group during the same period, expressed per 1,000 women. The age-specific fertility rate for women age 15-19 years is also termed as the adolescent birth rate.",,,,
"The total fertility rate (TFR) is calculated by summing the age-specific fertility rates calculated for each of the 5-year age groups of women, from age 15 through to age 49. The TFR denotes the average number of children to which a woman will have given birth by the end of her reproductive years (by age 50) if current fertility rates prevailed.",,,,
Modern methods,15.4,,Traditional methods,7.8
Female sterilization,0.1,,Periodic abstinence,0.3
Male sterilization,0.0,,Withdrawal,7.4
IUD,5.6,,Other,0.1
Injectables,0.0,,,
Implants,0.0,,Any method,23.3
Pill,2.7,,,
Male condom,6.9,,No method,76.7
Female condom,0.0,,,
Diaphragm/Foam/Jelly 0.0,"Note: The total for ""Modern methods"", ""Traditional methods"" and ""No method"" does not add up to 100%",,,
LAM 0.0,,,,
Maternal and newborn health,,,,
MICS Indicator,Indicator,Description,Value,
5.5a MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,91.7,
5.5b MDG 5.5,,at least once by skilled health personnel,86.6,
,,at least four times by any provider,,
5.6,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,89.3,
5.7 MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,99.0,
5.8,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,99.0,
5.9,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,19.9,
Post-natal health checks,,,,
MICS Indicator,Indicator,Description,Value,
5.10,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,99.5,
5.11,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility (or at home following delivery), or a post-natal care visit within 2 days after delivery",98.7,
5.12,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility (or at home following delivery), or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",94.8,
Child development,,,,
MICS Indicator,Indicator,Description,Value,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,39.9,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,97.7,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,45.1,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,91.2,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,72.7,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,59.7,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,2.6,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",94.3,
Literacy and educationx,,,,
MICS Indicator Indicator,Description,Value,,
7.1,MDG 2.3 Literacy rate among young,Percentage of young people age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,99.2,
,people,Women,99.0,
,,Men,,
7.2,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,45.8,
7.3,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,90.8,
ISCED classificationxi,,,,
7.4,MDG 2.1 Primary school net,Percentage of children of primary school age currently attending primary or secondary school,97.9,
,attendance ratio (adjusted),,,
7.5,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,94.4,
-                 Lower secondary school net attendance ratio (adjusted),Percentage of children of lower secondary school age currently attending secondary school or higher,94.4,,
-                 Upper secondary school net attendance ratio (adjusted),Percentage of children of upper secondary school age currently attending secondary school or higher,93.1,,
7.6,MDG 2.2 Children reaching last grade,Percentage of children entering the first grade of primary school who eventually reach last (fifth) grade,100.0,
,of primary,,,
7.7,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),111.5,
7.8,Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year,98.1,
7.9,MDG 3.1 Gender parity index (primary,Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.00,
,school),,,
7.10,MDG 3.1 Gender parity index,Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.01,
,(secondary school),,,
National education system classificationxii,,,,
7.4n,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,98.2,
7.5n,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,93.1,
7.6n,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last (ninth) grade,98.5,
7.7n,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),98.7,
7.8n,Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year,100.0,
Literacy and educa onx,,,,
9F,,,,
MICS Indicator,Indicator,Descrip on,Value,
7.9n,Gender parity index (primary school),Primary school net a endance ra o (adjusted) for girls divided by primary school net a endance ra o (adjusted) for boys,1.00,
7.10n,Gender parity index (secondary school),Secondary school net a endance ra o (adjusted) for girls divided by secondary school net a endance ra o (adjusted) for boys,1.01,
Birth registra on,,,,
MICS Indicator Indicator,Descrip on,Value,,
8.1 Birth registra on,Percentage of children under age 5 whose births are reported registered,99.4,,
Child labour,,,,
MICS Indicator Indicator,Descrip on,Value,,
8.2 Child labour,Percentage of children age 5-17 years who are involved in child labourxiii,12.5,,
Child discipline,,,,
MICS Indicator Indicator,Descrip on,Value,,
8.3 Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,69.3,,
Early marriage,,,,
MICS Indicator Indicator,Description,Value,,
8.4,Marriage before age 15,Percentage of people age 15-49 years who were first married or in union before age 15,0.5,
,,Women,0.1,
,,Men,,
8.5,Marriage before age 18,Percentage of people age 20-49 years who were first married or in union before age 18,6.2,
,,Women,0.8,
,,Men,,
8.6,Young people age 15-19 years currently married or in union,Percentage of young people age 15-19 years who are married or in union,2.4,
,,Women,0.4,
,,Men,,
8.8a,Spousal age difference,Percentage of young women who are married or in union,,
8.8b,"and whose spouse is 10 or more years older,",,,
,(a) among women age 15-19 years,*,,
,(b) among women age 20-24 years,22.2,,
* Figures that are based on fewer than 25 unweighted cases,,,,
Attitudes towards domestic violence,,,,
MICS Indicator Indicator,Description,Value,,
8.12                 Attitudes towards domestic violence,"Percentage of people age 15-49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",2.7,,
,Women,4.5,,
,Men,,,
Children’s living arrangements,,,,
MICS Indicator,Indicator,Description,Value,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,0.3,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,2.0,
8.15,Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,0.8,
HIV/AIDS knowledge and attitudes,,,,
MICS Indicator Indicator,Description,Value,,
- Have heard of AIDS,Percentage of people age 15-49 years who have heard of AIDS,97.4,,
,Women,98.1,,
,Men,,,
9.1 MDG 6.3 Knowledge about HIV,"Percentage of young people age 15-24 years who correctly identify ways of preventing the sexual transmission of HIVxiv, and who reject major misconceptions about HIV",47.7,,
prevention among young people,transmissionxv,36.9,,
,Women,,,
,Men,,,
9.2                         Knowledge of mother-to- child transmission of HIV,Percentage of people age 15-49 years who correctly identify all three meansxvi of mother-to-child transmission of HIV,57.6,,
,Women,33.2,,
,Men,,,
9.3                     Accepting attitudes towards people living with HIV,Percentage of people age 15-49 years expressing accepting attitudes on all four questionsxvii toward people living with HIV,19.3,,
,Women,12.8,,
,Men,,,
HIV testing,,,,
MICS Indicator Indicator,Description,Value,,
9.4,People who know where to be tested for HIV,Percentage of people age 15-49 years who state knowledge of a place to be tested for HIV,71.2,
,,Women,74.9,
,,Men,,
9.5,People who have been tested for HIV and know the results,Percentage of people age 15-49 years who have been tested for HIV in the last 12 months and who know their results,0.6,
,,Women,1.6,
,,Men,,
9.6,Sexually active young people who have been tested for HIV and know the results,"Percentage of young people age 15-24 years who have had sex in the last 12 months, who have been tested for HIV in the last 12 months and who know their results",0.5,
,,Women,0.8,
,,Men,,
9.7,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",2.5,
9.8,HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",1.7,
Sexual behaviour,,,,
MICS Indicator,Indicator,Description,Value,
9.9,Young people who have never had sex,Percentage of never married young people age 15-24 years who have never had sex,67.1,
,,Women,37.0,
,,Men,,
9.10,Sex before age 15 among young people,Percentage of young people age 15-24 years who had sexual intercourse before age 15,0.1,
,,Women,3.4,
,,Men,,
9.11,Age-mixing among sexual partners,Percentage of women age 15-24 years who had sex in the last 12 months with a partner who was 10 or more years older,8.7,
9.12,Multiple sexual partnerships,Percentage of people age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,0.6,
,,Women,15.9,
,,Men,,
9.13,Condom use at last sex among people with multiple sexual partnerships,Percentage of people age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,* 54.7,
,,Women,,
,,Men,,
9.14,Sex with non-regular partners,"Percentage of sexually active young people age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",27.1,
,,Women,58.8,
,,Men,,
9.15 MDG 6.2,Condom use with non- regular partners,"Percentage of young people age 15-24 years reporting the use of a condom during the last sexual intercourse with a non-marital, non-cohabiting sex partner in the last 12 months",62.2,
,,Women,65.1,
,,Men,,
* Figures that are based on fewer than 25 unweighted cases,,,,
Subjective well-being,,,,
MICS Indicator,Indicator,Description,Value,
11.1,Life satisfaction,"Percentage of young people age 15-24 years who are very or somewhat satisfied with their life, overall",97.8,
,,Women,98.5,
,,Men,,
11.2,Happiness,Percentage of young people age 15-24 years who are very or somewhat happy,98.0,
,,Women,96.9,
,,Men,,
11.3,Perception of a better life,"Percentage of young people age 15-24 years whose life improved during the last one year, and who expect that their life will be better after one year",37.9,
,,Women,33.0,
,,Men,,
Tobacco use,,,,
MICS Indicator Indicator,Description,Value,,
12.1 Tobacco use,"Percentage of people age 15-49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",30.7,,
,Women,30.7,,
,Men,,,
12.2 Smoking before age 15,Percentage of people age 15-49 years who smoked a whole cigarette before age 15,2.7,,
,Women,8.2,,
,Men,,,
Alcohol use,,,,
MICS Indicator Indicator,Description,Value,,
12.3 Use of alcohol,Percentage of people age 15-49 years who had at least one alcoholic drink at any time during the last one month,23.2,,
,Women,51.5,,
,Men,,,
12.4 Use of alcohol before age 15,Percentage of people age 15-49 years who had at least one alcoholic drink before age 15,1.8,,
,Women,10.3,,
,Men,,,
