0,1,2,3,4
Birth registration,Birth registration,95.2 percent,,
,Child labour,,,
,School attendance among child labourers,,,
,Child labour among students,,,
,Violent discipline,,,
,Marriage before age 15,,,
,Marriage before age 18,,,
,Young women age 15-19 currently married or in union,,,
,Polygyny,,,
,Spousal age difference - 10+ years older (women age 15 – 19),,,
,8.10b Spousal age difference - 10+ years older (women age 20 – 24),,,
,8.14 Attitudes towards domestic violence,,,
Child labour,10.0 percent,,,
,90.4 percent,,,
,9.7 percent,,,
Child discipline,70.5 percent,,,
Early marriage and,4.8 percent,,,
polygyny,29.4 percent,,,
,15.2 percent,,,
,3.4 percent,,,
,17.0 percent,,,
,15.4 percent,,,
Domestic violence,8.6 percent,,,
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CHILDREN",,,,
HIV/AIDS,Comprehensive knowledge about HIV prevention,44.5 percent,,
,6.3  Comprehensive knowledge about HIV prevention among young people,,,
,Knowledge of mother- to-child transmission of HIV,,,
,Accepting attitude towards people with HIV,,,
,Women who know where to be tested for HIV,,,
,Women who have been tested for HIV and know the results,,,
,Sexually active young women who have been tested for HIV and know the results,,,
,HIV counselling during antenatal care,,,
,HIV testing during antenatal care,,,
,Young women who have never had sex,,,
,Sex before age 15 among young women,,,
,Age-mixing among sexual partners,,,
,Sex with multiple partners,,,
,Condom use during sex with multiple partners,,,
,Sex with non-regular partners,,,
,6.2 Condom use with non-regular partners,,,
,9.18 Prevalence of children with at least one parent dead,,,
knowledge and,,,,
attitudes,42.9 percent,,,
,55.7 percent,,,
,19.3 percent,,,
,86.6 percent,,,
,28.4 percent,,,
,40.8 percent,,,
,59.4 percent,,,
,71.8 percent,,,
Sexual behaviour,68.7 percent,,,
,5.3 percent,,,
,15.9 percent,,,
,2.1 percent,,,
,28.6 percent,,,
,41.6 percent,,,
,64.6 percent,,,
,3.8 percent,,,
SUBJECTIVE WELL-BEING,,,,
Subjective well- being,SW.1 SW.2 SW.3,,Life satisfaction - women age 15-24 Happiness - women age 15-24,73.7 percent
,,,Perception of a better life - women age 15-24,91.3 percent
,,,,65.5 percent
