0,1,2,3,4
,8.4 Child labour among students,18.0,percent,
Early marriage,8.6 Marriage before age 15,6.7,percent,
,8.7 Marriage before age 18,34.6,percent,
,8.8 Young women age 15-19 currently married,6.9,percent,
Domestic violence,8.14 Attitudes towards domestic violence,61.5,percent,
MICS4 MDG,,,,
Topic                       Indicator       Indicator      Indicator                                                                                      Value Number Number,,,,
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CH/WREN",,,,
HIV/AIDS,9.3,Knowledge of mother- to-child transmission of HIV,4.1,percent
Knowledge and,,,,
attitudes,9.4,Accepting attitude towards people with HIV,18.9,percent
Orphaned,9.17,Children not living with their biological parents,1.0,percent
children,,,,
,9.18,Prevalence of children with at least one parent dead,3.5,percent
