0,1,2,3
,3.18 6.8 Antimalarial treatment ¬¬of children under age 5,81.7,percent
,3.20 Intermittent preventive treatment for malaria,45.9,Percent
Figures in parentheses ‘()’ are based on 25-49 unweighted cases,,,
MICS4 MDG,,,
Indicator Indicator,,,
Topic Number Number Indicator Value,,,
WATER AND SANITATION,,,
,4.1 7.8 Use of improved drinking water sources,98.4,percent
,4.2 Household water treatment,0.0,percent
,4.3 7.9 Use of improved sanitation facilities,10.9,percent
,4.4 Safe disposal of child's faeces,34.3,percent
Water and,4.5 Place for handwashing,53.1,Percent
sanitation,4.6 Availability of soap,91.7,Percent
REPRODUCTIVE HEALTH,,,
Contraception,,,
and unmet need,5.1 Adolecent birth rate,29.0,percent
,5.2 Early childbearing,7.7,percent
,5.3 5.3 Contraceptive prevalence rate,26.6,Percent
,5.4 5.6 Unmet need,27.1,Percent
Maternal and,,,
newborn health,5.5 Antenatal care coverage,,
,5.5a At least once by skilled personnel,97.2,percent
,5.5b At least four times by any provider,87.9,percent
,5.6 Content of antenatal care,96.1,percent
,5.7 5.2 Skilled attendant at delivery,97.5,percent
,5.8 Institutional deliveries,97.1,percent
,5.9 Caesarean section,22.4,Percent
,5.10 Duration of post-partum stay in health facility,86.9,percent
,5.11 Post-natal health check for newborn,93.5,percent
,5.12 Post-natal health check for the mother,91.1,percent
CHILD DEVELOPMENT,,,
Child,,,
development,6.1 Support for learning,57.3,percent
,6.2 Father's support for learning,43.2,percent
,6.3 Learning materials: children’s books,15.9,percent
,6.4 Learning materials: playthings,50.6,percent
,6.5 Inadequate care,14.4,percent
,6.6 Early child development index,81.1,percent
,6.7 Attendance to early childhood education,87.8,percent
Topic,MICS4 MDG,,Value
,Indicator Indicator,,
,Number Number Indicator,,
EDUCATION,,,
Literacy and,2.3 Literacy rate among young men,,
,School readiness,,
,Net intake rate in primary education,,
,2.1 Primary school net attendance ratio (adjusted),,
,Secondary school net attendance ratio (adjusted),,
,2.2 Children reaching last grade of primary,,
,Primary completion rate,,
,Literacy rate among young women,,
education,86.3,percent,
,77.9,percent,
,90.0,percent,
,65.7,percent,
,90.9,percent,
,64.5,percent,
,97.9,percent,
,144.0,percent,
,7.8 Transition rate to secondary school,96.1,percent
7.9 Gender parity index (primary school),1.01,ratio,
7.10 Gender parity index (secondary school),0.92,ratio,
CHILD PROTECTION,,,
Birth registration,8.1 Birth registration,79.6,percent
Child labour,8.2 Child labour,35.4,percent
,8.3 School attendance among child labourers,95.5,percent
,8.4 Child labour among students,34.8,percent
Child discipline,8.5 Violent discipline,94.6,percent
Early marriage,,,
and polygyny,8.6 Marriage before age 15,2.4,percent
,8.7 Marriage before age 18,13.1,percent
,8.8 Young women age 15-19 currently married or in union,2.1,percent
,8.9 Polygyny,12.3,percent
Female genital,Approval for female genital mutilation/cutting (FGM/C) Prevalence of female genital mutilation/cutting (FGM/C) among,,
,women,,
mutilation/,,,
Cutting,0.6,percent,
,1.6,percent,
Domestic violence,"8.14 Attitudes towards domestic violence, Women",23.2,percent
Domestic violence,"8.14 Attitudes towards domestic violence, Men",17.7,percent
Topic,MICS4 MDG,,Value
,Indicator Indicator,,
,Number Number Indicator,,
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CHILDREN",,,
HIV/AIDS,"9.1 Comprehensive knowledge about HIV prevention, Women",39.7,percent
knowledge and attitudes,,,
"Comprehensive knowledge about HIV prevention, Men",50.2,percent,
6.3 women,,,
Comprehensive knowledge about HIV prevention among young,,,
Comprehensive knowledge about HIV prevention among young,,,
6.3 men,,,
"Knowledge of mother-to-child transmission of HIV, Women",,,
"Knowledge of mother-to-child transmission of HIV, Men",,,
"Accepting attitude towards people living with HIV, Women",,,
"Accepting attitude towards people living with HIV, Men",,,
Women who know where to be tested for HIV,,,
Men who know where to be tested for HIV,,,
Women who have been tested for HIV and know the results,,,
Men who have been tested for HIV and know the results Sexually active young women who have been tested for HIV and,,,
know the results,,,
Sexually active young men who have been tested for HIV and,,,
know the results,,,
HIV counselling during antenatal care,,,
HIV testing during antenatal care,,,
42.5,percent,,
42.7,percent,,
58.8,percent,,
54.6,percent,,
12.7,percent,,
24.9,percent,,
72.5,percent,,
76.3,percent,,
8.9,percent,,
7.8,percent,,
11.4,percent,,
10.4,percent,,
70.2,percent,,
73.0,percent,,
Sexual behaviour,9.10 Young women who have never had sex,56.5,percent
,9.10 Young men who have never had sex,50.5,percent
,9.11 Sex before age 15 among young women,6.3,percent
,9.11 Sex before age 15 among young men,5.3,percent
,9.12 Age-mixing among sexual partners,9.5,percent
,"9.13 Sex with multiple partners, Women",1.3,percent
"9.13 Sex with multiple partners, Men",13.3,percent,
9.14 Sex with multiple partners for Young women,1.1,percent,
9.15 Sex with non-regular partners,77.4,percent,
9.16 6.2 Condom use with non-regular partners,41.5,percent,
Orphaned,,,
children,9.17 Children’s living arrangements,17.7,percent
,9.18 Prevalence of children with at least one parent dead,9.2,Percent
ACCESS TO MASS MEDIA AND USE OF INFORMATION/COMMUNICATION TECHNOLOGY,,,
Access to Mass,MT.1                            Women with exposure to all three media at least once a week Men with exposure to all three media at least once a week Young women who used a computer during the last 12 months,,
,MT.2 Young men who used a computer during the last 12 months,,
,MT.3                      Young women who used the internet during the last 12 months Young men who used the internet during the last 12 months,,
Media,11.6,Percent,
,34.1,Percent,
,41.0,Percent,
Use of computers,,,
and internet,73.7,Percent,
,28.4,Percent,
,71.1,Percent,
