0,1,2,3,4
3.2,,Polio immunization coverage,Percentage of children age 12-23 months who received the third dose of Polio vaccine (Polio-3) by their first birthday,89.7
3.3,,"Diphtheria, pertussis and tetanus (DPT) immunization coverage",Percentage of children age 12-23 months who received the third dose of DPT vaccine (DPT-3) by their first birthday,90.4
3.4,MDG 4.3,Measles immunization coverage,Percentage of children age 24-35 months who received measles vaccine by their second birthday,95.1
3.5,,Hepatitis B immunization coverage,Percentage of children age 12-23 months who received the third dose of Hepatitis B vaccine (HepB-3) by their first birthday,88.4
3.6,,Haemophilus influenzae type B (Hib) immunization coverage,Percentage of children age 12-23 months who received the third dose of Hib vaccine (Hib-3) by their first birthday,89.3
3.8,,Full immunization coverage,Percentage of children age 24-35 months who received all7 vaccinations recommended in the national immunization schedule by their first birthday (for measles – by their second birthday),84.1
Solid fuel use,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
3.15,Use of solid fuels for cooking,Percentage of household members in households that use solid fuels as the primary source of domestic energy to cook,1.5,
Water and sanitation,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
4.1 MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,97.3,
4.2 Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,46.4,,
4.3 MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,98.0,
4.5 Place for handwashing,Percentage of households with a specific place for hand washing where water and soap are present,99.0,,
4.6 Availability of soap8,Percentage of households with soap,97.9,,
Contraception and unmet need,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
- Total fertility rate,Total fertility rateA for women age 15-49 years,3.0,,
5.1        MDG 5.4,Adolescent birth rate,Age-specific fertility rateA for women age 15-19 years,36,
5.2 Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,2.2,,
5.3 MDG Contraceptive,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,55.7,,
5.3 prevalence rate,,,,
5.4 MDG Unmet need Percentage of women age 15-49 years who are currently,9.8,,,
5.6                                                         married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,,,,
5.S19,Lifetime experience with abortion,Percentage of women age 15–49 years who had at least one induced abortion,20.1,
5.S3,General abortion rate,General abortion rateB for women age 15-49 years,10,
"A The age-specific fertility rate is defined as the number of live births to women in a specific age group during a specified period, divided by the average number of women in that age group during the same period, expressed per 1,000 women. The age-specific fertility rate for women age 15-19 years is also termed as the adolescent birth rate.",,,,
"The total fertility rate (TFR) is calculated by summing the age-specific fertility rates calculated for each of the 5-year age groups of women, from age 15 through to age 49. The TFR denotes the average number of children to which a woman will have given birth by the end of her reproductive years (by age 50) if current fertility rates prevailed.",,,,
"B The general abortion rate (GAR) is the number of abortions to women age 15-49 years during a specified period, divided by the average number of women in the same age group during the same period, expressed per 1,000 women.",,,,
Modern methods,53.6,,,
Female sterilization,1.7,,,
Male sterilization,0.0,,,
IUD,31.9,,,
Injectables,0.1,,,
Implants,0.0,,,
Pill,6.1,,,
Male condom,12.5,,,
Female condom,0.0,,,
Diaphragm/Foam/Jelly,0.1,,,
Transdermal patch,0.0,,,
LAM,1.2,,,
Traditional methods,2.1,,,
Periodic abstinence,0.6,,,
Withdrawal,1.1,,,
Other,0.4,,,
Any method,55.7,,,
No method,44.3,,,
Modern methods,53.6,,,
Female sterilization,1.7,,,
Male sterilization,0.0,,,
IUD,31.9,,,
Injectables,0.1,,,
Implants,0.0,,,
Pill,6.1,,,
Male condom,12.5,,,
Female condom,0.0,,,
Diaphragm/Foam/Jelly,0.1,,,
Transdermal patch,0.0,,,
LAM,1.2,,,
Traditional methods,2.1,,,
Periodic abstinence,0.6,,,
Withdrawal,1.1,,,
Other,0.4,,,
Any method,55.7,,,
No method,44.3,,,
Maternal and newborn health,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,
5.5b,MDG 5.5,,at least once by skilled health personnel,
,,,) at least four times by any provider,
,,,99.3,
,,,95.3,
5.6,,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,99.3
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,99.4
5.8,,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,99.3
5.9,,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,14.8
Post-natal health checks,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
5.10,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,99.9,
5.11,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",99.4,
5.12,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",97.5,
Child development,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,55.3,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,85.6,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,6.6,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,50.7,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,50.9,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,59.5,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,5.0,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",85.5,
Literacy and education10,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
7.1,MDG 2.3,Literacy rate among young women,Percentage of young women age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,100.0
7.2,,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,90.8
7.3,,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,99.2
7.4,MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school (age 7-10 years),99.5
7.5,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher (age 11-17 years),98.9
7.S1,,Lower secondary schoolA net attendance ratio (adjusted),Percentage of children of lower secondary school age currently attending lower secondary school (age 11-15 years),99.4
7.S2,,Upper secondary schoolB net attendance ratio (adjusted),Percentage of children of upper secondary school age currently attending upper secondary school or higher (age 16-17 years),95.7
7.6,MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,100.0
7.7,,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by the number of children of primary school completion age (age appropriate to final grade of primary school),102.1
7.8,,Transition rate to lower secondary schoolC,Number of children attending the last grade of primary school during the previous school year who are in the first grade of lower secondary school during the current school year divided by the number of children attending the last grade of primary school during the previous school year,99.9
7.S3,,Lower secondary school completion rate,Number of children attending the last grade of lower secondary school (excluding repeaters) divided by the number of children of lower secondary school completion age (age appropriate to final grade of lower secondary school),110.8
7.S4,,Transition rate to upper secondary school,Number of children attending the last grade of lower secondary school during the previous school year who are in the first grade of upper secondary school or in the first grade of technical and professional education during the current school year divided by the number of children attending the last grade of lower secondary school during the previous school year,97.9
7.9,MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.00
7.10,MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.00
Literacy and education10,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
7.S5,Gender parity index (lower secondary school),Lower secondary school net attendance ratio (adjusted) for girls divided by lower secondary school net attendance ratio (adjusted) for boys,1.00,
7.S6,Gender parity index (upper secondary school),Upper secondary school net attendance ratio (adjusted) for girls divided by upper secondary school net attendance ratio (adjusted) for boys,1.01,
A Lower secondary school consists of grades 5-9 of secondary school.,,,,
B Upper secondary school consists of grades 10-11 of secondary school.,,,,
C Transition rate to lower secondary school corresponds to transition rate to secondary school as defined in MICS global indicator 7.8.,,,,
Birth registration,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,99.7,
Child discipline,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
8.3,Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,52.7,
Early marriage,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
8.4,Marriage before age 15,Percentage of women age 15-49 years who were first married or in union before age 15,0.1,
8.5,Marriage before age 18,Percentage of women age 20-49 years who were first married or in union before age 18,7.8,
8.6,Young women age 15-19 years currently married or in union,Percentage of young women age 15-19 years who are married or in union,6.0,
8.8a,Spousal age difference,"Percentage of young women who are married or in union and whose spouse is 10 or more years older,",,
8.8b,,"among women age 15-19 years,",,
,,) among women age 20-24 years,,
,,5.8,,
,,4.5,,
Attitudes towards domestic violence,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
8.12,Attitudes towards domestic violence,"Percentage of women age 15-49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",14.2,
Children’s living arrangements,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,3.2,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,4.9,
HIV/AIDS knowledge and attitudes,,,,
MICS,Description,Value,,
Indicator Indicator Name,,,,
- Have heard of AIDS,Percentage of women age 15-49 years who have heard of AIDS,97.9,,
9.1 MDG 6.3 Knowledge about HIV,"Percentage of young women age 15-24 years who correctly identify ways of preventing the sexual transmission of HIV11, and who reject major misconceptions about HIV transmission12",26.7,,
prevention among young women,,,,
9.2                     Knowledge of mother-to- child transmission of HIV,Percentage of women age 15-49 years who correctly identify all three means13 of mother-to-child transmission of HIV,58.0,,
9.3                            Accepting attitudes towards people living with HIV,Percentage of women age 15-49 years expressing accepting attitudes on all four questions14 toward people living with HIV,2.5,,
HIV testing,,,,
MICS,Description,Value,,
Indicator Indicator Name,,,,
9.4                         Women who know where to be tested for HIV,Percentage of women age 15-49 years who state knowledge of a place to be tested for HIV,86.9,,
9.5                   Women who have been      Percentage of women age 15-49 years who have been tested tested for HIV and know for HIV in the last 12 months and who know their results,23.3,,,
the results,,,,
"9.6                 Sexually active young           Percentage of young women age 15-24 years who have had women who have been sex in the last 12 months, who have been tested for HIV in tested for HIV and know the last 12 months and who know their results",39.0,,,
the results,,,,
9.7             HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",67.2,,
9.8             HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",79.0,,
Sexual behaviour,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
9.9,,Young women who have never had sex,Percentage of never married young women age 15-24 years who have never had sex,91.3
9.10,,Sex before age 15 among young women,Percentage of young women age 15-24 years who had sexual intercourse before age 15,0.2
9.11,,Age-mixing among sexual partners,Percentage of women age 15-24 years who had sex in the last 12 months with a partner who was 10 or more years older,5.5
9.12,,Multiple sexual partnerships,Percentage of women age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,0.8
9.13,,Condom use at last sex among women with multiple sexual partnerships,Percentage of women age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,40.6
9.14,,Sex with non-regular partners,"Percentage of sexually active young women age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",6.7
9.15,MDG 6.2,Condom use with non- regular partners,Percentage of young women age 15-24 years reporting the use of a condom during the last sexual intercourse with a,63.6
,,,"non-marital, non-cohabiting sex partner in the last 12 months",
Access to mass media,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
10.1,Exposure to mass media,"Percentage of women age 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",16.1,
Use of information/communication technology,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
10.2,Use of computers,Percentage of young women age 15-24 years who used a computer during the last 12 months,88.2,
10.3,Use of internet,Percentage of young women age 15-24 years who used the internet during the last 12 months,94.6,
Subjective well-being,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
11.1,Life satisfaction,"Percentage of young women age 15-24 years who are very or somewhat satisfied with their life, overall",96.8,
11.2,Happiness,Percentage of young women age 15-24 years who are very or somewhat happy,98.5,
11.3,Perception of a better life,"Percentage of young women age 15-24 years whose life improved during the last one year, and who expect that their life will be better after one year",64.9,
Tobacco use,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
12.1,Tobacco use,"Percentage of women age 15-49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",8.4,
12.2,Smoking before age 15,Percentage of women age 15-49 years who smoked for the first time a whole cigarette before age 15,0.9,
Alcohol use,,,,
MICS,Indicator Name,Description,Value,
Indicator,,,,
12.3,Use of alcohol,Percentage of women age 15-49 years who had at least one alcoholic drink at any time during the last one month,25.1,
12.4,Use of alcohol before age 15,Percentage of women age 15-49 years who had for the first time at least one alcoholic drink before age 15,0.5,
