0,1,2,3,4,5
,Ultrasound exam passed,57.5,per cent,,
,Iron tablets received / bought,47.9,per cent,,
,4,17,Skilled attendant at delivery,83.4,per cent
,5,,Institutional deliveries,61.7,per cent
Maternal mortality,3,16,Maternal mortality ratio,97,"per 100,000 live births"
CHILD DEVELOPMENT,,,,,
Child 46,Support for learning,59.7,per cent,,
development 47,Father’s support for learning,20.9,per cent,,
48,Support for learning: children’s books,17.0,per cent,,
49,Support for learning: non-children’s books,45.8,per cent,,
50,Support for learning: materials for play,15.5,per cent,,
51,Non-adult care,12.6,per cent,,
EDUCATION,,,,,
Education,52,,Preschool attendance,10.2,per cent
,53,,School readiness,25.3,per cent
,54,,Net intake rate in primary education,64.8,per cent
,55,6,Net primary school attendance rate,88.7,per cent
,56,,Net secondary school attendance rate,82.3,per cent
,57,7,Children reaching grade five,99.3,per cent
,58,,Transition rate to secondary school,98.8,per cent
,59,7b,Primary completion rate,85.2,per cent
,61,9,Gender parity index,0.99,ratio
,,,primary school,,
,,,secondary school,0.83,ratio
Literacy,60,8,Adult literacy rate,95.0,per cent
CHILD PROTECTION,,,,,
Birth,62,Birth registration,88.3,per cent,
registration,,,,,
Topic,mics Indicator Number,mdg Indicator Number,Indicator,Value,
Topic,mics Indicator Number,mdg Indicator Number,Indicator,Value,
Child labour,71,Child labour,10.0,per cent,
,72,Labourer students,89.0,per cent,
,73,Student labourers,11.8,per cent,
Child discipline,74,Child discipline,74.4,per cent,
,,Any psychological/ physical punishment,,,
Early marriage,67,Marriage before age 15,0.8,per cent,
,,Marriage before age 18,14.7,per cent,
,68,Young women aged 15-19 currently married/in union,6.4,per cent,
,69,Spousal age difference,5.3,per cent,
,,Women aged 15-19,,,
,,Women aged 20-24,5.2,per cent,
Domestic,100,Attitudes towards domestic violence,74.4,per cent,
violence,,,,,
HIV/AIDS,,,,,
HIV/AIDS 82,19b,Comprehensive knowledge about HIV,2.3,per cent,
knowledge and,,prevention among young people,,,
attitudes 89,,Knowledge of mother- to-child transmission of HIV,26.9,per cent,
86,,Attitude towards people with HIV/AIDS,4.6,per cent,
87,,Women who know where to be tested for HIV,12.7,per cent,
88,,Women who have been tested for HIV,4.0,per cent,
90,,Counselling coverage for the prevention of,23.8,per cent,
,,mother-to-child transmission of HIV,,,
91,,Testing coverage for the prevention of,9.8,per cent,
,,mother-to-child transmission of HIV,,,
ORPHANED CHILDREN,,,,,
Orphaned 78,Children’s living arrangements,1.8,per cent,,
children 75,Prevalence of orphans,5.4,per cent,,
KNOWLEDGE OF TUBERCULOSIS TRANSMISSION,,,,,
