0,1,2,3,4
3.1,Tuberculosis immunization coverage,Percentage of children age 12-23 months who received BCG vaccine by their first birthday,100.0,
3.2,Polio immunization coverage,Percentage of children age 12-23 months who received the third dose of OPV vaccine (OPV3) by their first birthday,55.3,
3.3,"Diphtheria, pertussis and tetanus (DPT) immunization coverage",Percentage of children age 12-23 months who received the third dose of DPT vaccine (DPT3) by their first birthday,63.2,
3.4 MDG 4.3,Measles immunization coverage,Percentage of children age 24-35 months who received measles vaccine by their second birthday,53.6,
3.5,Hepatitis B immunization coverage,Percentage of children age 12-23 months who received the third dose of Hepatitis B vaccine (HepB3) by their first birthday,71.7,
3.6,Haemophilus influenzae type B (Hib) immunization coverage,Percentage of children age 12-23 months who received the third dose of Hib vaccine (Hib3) by their first birthday,59.9,
3.8,Full immunization coverage,Percentage of children age 24-35 months who received all vaccinations recommended in the immunization schedule in Kosovo* by their first birthday (measles by second birthday),30.2,
Diarrhoea,,,,
MICS Indicator,Indicator,Description,Value,
- Children with diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks,17.2,,
3.10,Care-seeking for diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,63.7,
SS3,Diarrhoea treatment with oral rehydration salts (ORS)4,Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORS,40.1,
SS,Diarrhoea treatment with oral rehydration therapy (ORT) and continued feeding5,"Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORT (ORS packet, pre-packaged ORS fluid, or increased fluids) and continued feeding during the episode of diarrhoea",34.4,
Acute Respiratory Infection (ARI) symptoms,,,,
- Children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks,17.2,,
3.13,Care-seeking for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,73.6,
3.14,Antibiotic treatment for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks who received antibiotics,52.0,
Solid fuel use,,,,
3.15,Use of solid fuels for cooking,Percentage of household members in households that use solid fuels as the primary source of domestic energy to cook,86.2,
Fever,,,,
- Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,30.2,,
3.20,Care-seeking for fever,Percentage of children under age 5 with fever in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,78.0,
WATER AND SANITATION,,,,
MICS Indicator,Indicator,Description,Value,
4.1 MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,99.4,
4.2,Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,0.0,
4.3 MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,89.1,
4.4,Safe disposal of child’s faeces,Percentage of children age 0-2 years whose last stools were disposed of safely,9.7,
4.5,Place for handwashing,Percentage of households with a specific place for handwashing where water and soap or other cleansing agent are present,76.4,
4.6,Availability of soap or other cleansing agent,Percentage of households with soap or other cleansing agent,90.6,
REPRODUCTIVE HEALTH,,,,
Contraception and unmet need,,,,
MICS Indicator,Indicator,Description,Value,
- Total fertility rate,Total fertility rate for women age 15-49 years,3.7,,
5.1,MDG 5.4,Adolescent birth rate,Age-specific fertility rate for women age 15-19 years,69
5.2,Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,16.7,
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,52.7
5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,18.1
Maternal and newborn health,,,,
5.5a MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last,,
5.5b MDG 5.5,2 years who were attended during their last pregnancy that led to a,,,
,live birth,,,
,(a) at least once by skilled health personnel,96.5,,
,(b) at least four times by any provider,73.6,,
5.6,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last,71.1,
,,2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,,
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last,97.7
,,,2 years who were attended by skilled health personnel during their most recent live birth,
5.8,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last,98.2,
,,2 years whose most recent live birth was delivered in a health facility,,
5.9,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,18.0,
Post-natal health checks,,,,
5.10,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,96.9,
5.11,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",96.0,
5.12,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last",91.2,
,,2 years,,
CHILD DEVELOPMENT,,,,
MICS Indicator,Indicator,Description,Value,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,16.1,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,40.7,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,7.0,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,20.5,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,6.0,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,68.6,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,12.5,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy- numeracy, physical, social-emotional, and learning",77.2,
LITERACY AND EDUCATION,,,,
MICS Indicator,Indicator,Description,Value,
7.1 MDG 2.3,Literacy rate among young people,Percentage of young people age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,72.8,
,,,86.5,
7.2,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,53.9,
7.3,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,68.1,
7.4 MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,85.3,
7.5,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,53.4,
SS,Lower secondary school net attendance ratio (adjusted),Percentage of children of lower secondary school age currently attending lower secondary school or higher,65.0,
SS,Upper secondary school net attendance ratio (adjusted),Percentage of children of upper secondary school age currently attending upper secondary school or higher,30.3,
7.6 MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,85.4,
MICS Indicator,Indicator,Description,Value,
7.7,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),80.5,
7.8,Transition rate to lower secondary schoola,Number of children attending the last grade of primary school during the previous school year who are in the first grade of lower secondary school during the current school year divided by number of children attending the last grade of primary school during the previous,91.1,
,,school year,,
SS,Transition rate to upper secondary school,Number of children attending the last grade of lower secondary school during the previous school year who are in the first grade of upper secondary school during the current school year divided by number of children attending the last grade of lower secondary school during the previous school year,69.9,
7.9 MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.01,
7.10 MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,0.90,
SS,Gender parity index (lower secondary school),Lower secondary school net attendance ratio (adjusted) for girls divided by lower secondary school net attendance ratio (adjusted) for boys,0.94,
SS,Gender parity index (upper secondary school),Upper secondary school net attendance ratio (adjusted) for girls divided by upper secondary school net attendance ratio (adjusted) for boys,0.80,
a Transition rate to lower secondary school corresponds to transition rate to secondary school as defined in MICS global indicator 7.8,,,,
CHILD PROTECTION,,,,
Birth registration,,,,
MICS Indicator,Indicator,Description,Value,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,92.9,
Child labour,,,,
8.2,Child labour,Percentage of children age 5-17 years who are involved in child labour,16.6,
Child discipline,,,,
8.3,Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,71.2,
Early marriage and polygyny,,,,
8.4,Marriage before age 15,Percentage of people age 15-49 years who were first married or in,,
,,union before age 15,,
,,(a) Women,11.6,
,,(b) Men,1.0,
8.5,Marriage before age 18,Percentage of people age 20-49 years who were first married or in,,
,,union before age 18,,
,,(a) Women,42.7,
,,(b) Men,13.5,
MICS Indicator Indicator Description,Value,,,
8.6,Young people age 15-19 years Percentage of young people age 15-19 years who are married or in union currently married or in union (a) Women,17.8,,
,(b) Men,3.8,,
8.7,Polygyny Percentage of people age 15-49 years who are in a polygynous union,1.9,,
,,1.4,,
8.8a,Spousal age difference Percentage of young women who are married or in union and whose spouse is 10 or more years older,0.0,,
8.8b,,7.1,,
Attitudes towards domestic violence,,,,
8.12,Attitudes towards domestic violence Percentage of people age 15-49 years who state that a husband is,65.1,,
,"justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him,",38.7,,
SS,Attitudes towards domestic violence Percentage of people age 15-49 years who state that a husband is (including additional circumstances) justified in hitting or beating his wife in at least one of the following,74.0,,
,"circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him,",45.0,,
,"(5) she burns the food, (6) neglects the household and hygiene work,",,,
Children’s living arrangements,,,,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,2.1,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,3.3,
8.15,Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,1.8,
HIV/AIDS AND SEXUAL BEHAVIOUR,,,,
HIV/AIDS knowledge and attitudes,,,,
MICS Indicator Indicator,Description,Value,,
- Have heard of AIDS,Percentage of people age 15-49 years who have heard of AIDS,,,
,(a) Women,57.7,,
,(b) Men,78.4,,
MICS Indicator Indicator Description Value,,,,
major misconceptions about HIV transmission,11.9,,,
,3.9,,,
9.2,Knowledge of mother-to-child Percentage of people age 15-49 years who correctly identify all three transmission of HIV means of mother-to-child transmission of HIV,28.5,,
,,37.5,,
9.3,Accepting attitudes towards people Percentage of people age 15-49 years expressing accepting attitudes living with HIV on all four questions toward people living with HIV,4.2,,
,,6.3,,
HIV testing,,,,
9.4,People who know where to be tested Percentage of people age 15-49 years who state knowledge of a place for HIV to be tested for HIV,6.8,,
,,26.9,,
9.5,People who have been tested for HIV Percentage of people age 15-49 years who have been tested for HIV in and know the results the last 12 months and who know their results,0.1,,
,,2.8,,
9.6,Sexually active young people who have been tested for HIV and know the results,"Percentage of young people age 15-24 years who have had sex in the last 12 months, who have been tested for HIV in the last 12 months and who know their results",0.0,
,,,7.4,
9.7,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",2.7,
9.8,HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",0.0,
Sexual behaviour,,,,
9.9,Young people who have never had sex,Percentage of never married young people age 15-24 years who have never had sex,98.5,
,,,57.8,
9.10,Sex before age 15 among young people,Percentage of young people age 15-24 years who had sexual intercourse before age 15,6.3,
,,,10.1,
9.11,Age-mixing among sexual partners Percentage of women age 15-24 years who had sex in the last 12,6.9,,
,months with a partner who was 10 or more years older,,,
MICS Indicator,Indicator,Description,Value,
9.12,Multiple sexual partnerships,Percentage of people age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,0.0,
,,,7.0,
9.13,Condom use at last sex among people with multiple sexual partnerships,Percentage of people age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,- (39.6),
9.14,Sex with non-regular partners,"Percentage of sexually active young people age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",1.5,
,,,27.0,
9.15 MDG 6.2,Condom use with non-regular partners,"Percentage of young people age 15-24 years reporting the use of a condom during the last sexual intercourse with a non-marital, non- cohabiting sex partner in the last 12 months",(*) 66.9,
“-“ The figure is not presented because the denominator is zero ( ) Figure that is based on 25-49 unweighted cases,,,,
(*) Figure that is based on fewer than 25 unweighted cases,,,,
Male circumcision,,,,
9.17,Male circumcision,Percentage of men age 15-49 years who report having been circumcised,96.1,
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
MICS Indicator,Indicator,Description,Value,
10.1,Exposure to mass media,"Percentage of people age 15-49 years who, at least once a week, read",,
,,"a newspaper or magazine, listen to the radio, and watch television",,
,,(a) Women,8.6,
,,(b) Men,19.8,
Use of information/communication technology,,,,
10.2,Use of computers,Percentage of young people age 15-24 years who used a computer,,
,,during the last 12 months,,
,,(a) Women,75.3,
,,(b) Men,89.6,
10.3,Use of internet,Percentage of young people age 15-24 years who used the internet,,
,,during the last 12 months,,
,,(a) Women,76.1,
,,(b) Men,90.9,
SUBJECTIVE WELL-BEING,,,,
MICS Indicator,Indicator,Description,Value,
11.1,Life satisfaction,Percentage of young people age 15-24 years who are very or,,
,,"somewhat satisfied with their life, overall",,
,,(a) Women,83.9,
,,(b) Men,86.6,
11.2,Happiness,Percentage of young people age 15-24 years who are very or,,
,,somewhat happy,,
,,(a) Women,77.5,
,,(b) Men,83.9,
11.3,Perception of a better life,Percentage of young people age 15-24 years whose life improved,,
,,"during the last one year, and who expect that their life will be better",,
,,after one year,,
,,(a) Women,36.7,
,,(b) Men,55.1,
TOBACCO AND ALCOHOL USE,,,,
Tobacco use,,,,
MICS Indicator,Indicator,Description,Value,
12.1,Tobacco use,"Percentage of people age 15-49 years who smoked cigarettes, or used",,
,,smoked or smokeless tobacco products at any time during the last,,
,,one month,,
,,(a) Women,22.3,
,,(b) Men,53.7,
12.2,Smoking before age 15,Percentage of people age 15-49 years who smoked a whole cigarette,,
,,before age 15,,
,,(a) Women,11.8,
,,(b) Men,36.0,
Alcohol use,,,,
12.3,Use of alcohol,Percentage of people age 15-49 years who had at least one alcoholic,,
,,drink at any time during the last one month,,
,,(a) Women,4.8,
,,(b) Men,15.5,
12.4,Use of alcohol before age 15,Percentage of people age 15-49 years who had at least one alcoholic,,
,,drink before age 15,,
,,(a) Women,2.7,
,,(b) Men,6.2,
