0,1,2,3,4
5.2,,Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,29.8
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,54.4
5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,22.5
Maternal and newborn health,,,,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,
5.5b,MDG 5.5,,at least once by skilled health personnel,
,,,) at least four times by any provider,
,,,91.3,
,,,50.3,
5.6,,Content of antenatal care,Percentage of women age 15-49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,80.0
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,50.7
5.8,,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,46.3
5.9,,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,2.8
Post-natal health checks,,,,
5.10,,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,67.9
5.11,,Post-natal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",62.9
5.12,,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",60.4
CHILD DEVELOPMENT,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
6.1,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,36.8,
6.2,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,73.7,
6.3,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,6.8,
6.4,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,20.7,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,4.4,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,54.9,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,44.2,
6.8,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",72.1,
LITERACY AND EDUCATIONA,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
7.1,MDG 2.3,Literacy rate among young women,Percentage of young women age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,85.1
7.2,,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,42.7
7.3,,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,61.9
7.4,MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary or secondary school,89.1
7.S1,,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently attending primary (primary 1-8; national) or secondary school,90.7
7.5,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school or higher,57.5
7.S2,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently attending secondary school (national) or higher,31.8
7.6,MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,98.3
7.S3,,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade (primary 8; national),95.7
7.7,,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),132.2
7.S4,,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school) (national),107.8
7.8,,Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year,94.4
7.S5,,Transition rate to secondary school,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year (national),51.9
7.9,MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,0.99
7.S6,,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys (national),1.00
7.10,MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,1.22
7.S7,,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys (national),1.22
"A For Kenya, the International Standard Classification of Education (ISCED) 1997 classifies Primary 7 and 8 as Lower Secondary education. The indicators labelled ISCED calculates Primary School indicators based on Primary 1-6 only, whereas Primary 7 and 8 are included in Secondary School indicators. Those indicators labelled national and marked with S are based on the national education system, which includes Primary 7-8 in Primary School indicators.",,,,
CHILD PROTECTION,,,,
Birth registration,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,62.2,
Child labour,,,,
8.2,Child labour,Percentage of children age 5-17 years who are involved in child labour,54.4,
Child discipline,,,,
8.3,Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,81.6,
Early marriage and polygyny,,,,
8.4,Marriage before age 15,Percentage of women age 15-49 years who were first married or in union before age 15,5.2,
8.5,Marriage before age 18,Percentage of women age 20-49 years who were first married or in union before age 18,30.1,
8.6,Young people age 15-19 years currently married or in union,Percentage of young women age 15-19 years who are married or in union,8.1,
8.7,Polygyny,Percentage of women age 15-49 years who are in a polygynous union,14.6,
8.8a,Spousal age difference,"Percentage of young women who are married or in union and whose spouse is 10 or more years older,",,
8.8b,,"among women age 15-19 years,",,
,,) among women age 20-24 years,,
,,(*),,
,,22.8,,
Female genital mutilation/cutting,,,,
8.9,Approval for female genital mutilation/cutting (FGM/C),Percentage of women age 15-49 years who state that FGM/C should be continued,1.7,
8.10,Prevalence of FGM/C among women,Percentage of women age 15-49 years who report to have undergone any form of FGM/C,2.1,
8.11,Prevalence of FGM/C among girls,"Percentage of daughters age 0-14 years who have undergone any form of FGM/C, as reported by mothers age 15-49 years",0.0,
Attitudes towards domestic violence,,,,
8.12,Attitudes towards domestic violence,"Percentage of women age 15-49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",42.3,
Children’s living arrangements,,,,
8.13,Children’s living arrangements,Percentage of children age 0-17 years living with neither biological parent,16.5,
8.14,Prevalence of children with one or both parents dead,Percentage of children age 0-17 years with one or both biological parents dead,9.6,
8.15,Children with at least one parent living abroad,Percentage of children 0-17 years with at least one biological parent living abroad,0.2,
(*) Figures that are based on less than 25 unweighted cases,,,,
HIV/AIDS AND SEXUAL BEHAVIOUR,,,,
HIV/AIDS knowledge and attitudes,,,,
MICS Indicator,Indicator,Description,Value,
-,,Have heard of AIDS,Percentage of women age 15-49 years who have heard of AIDS,99.2
9.1,MDG 6.3,Knowledge about HIV prevention among young women,"Percentage of young women age 15-24 years who correctly identify ways of preventing the sexual transmission of HIV, and who reject major misconceptions about HIV transmission",48.5
9.2,,Knowledge of mother- to-child transmission of HIV,Percentage of women age 15-49 years who correctly identify all three means of mother-to-child transmission of HIV,48.7
9.3,,Accepting attitudes towards women living with HIV,Percentage of women age 15-49 years expressing accepting attitudes on all four questions toward women living with HIV,23.0
HIV testing,,,,
9.4,,Women who know where to be tested for HIV,Percentage of women age 15-49 years who state knowledge of a place to be tested for HIV,91.0
9.5,,Women who have been tested for HIV and know the results,Percentage of women age 15-49 years who have been tested for HIV in the last 12 months and who know their results,41.4
9.6,,Sexually active young women who have been tested for HIV and know the results,"Percentage of young women age 15-24 years who have had sex in the last 12 months, who have been tested for HIV in the last 12 months and who know their results",48.0
9.7,,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",75.8
9.8,,HIV testing during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",82.7
Sexual behaviour,,,,
9.9,,Young women who have never had sex,Percentage of never married young women age 15-24 years who have never had sex,69.0
9.10,,Sex before age 15 among young women,Percentage of young women age 15-24 years who had sexual intercourse before age 15,10.0
9.11,,Age-mixing among sexual partners,Percentage of women age 15-24 years who had sex in the last 12 months with a partner who was 10 or more years older,19.0
9.12,,Multiple sexual partnerships,Percentage of women age 15-49 years who had sexual intercourse with more than one partner in the last 12 months,2.3
9.13,,Condom use at last sex among women with multiple sexual partnerships,Percentage of women age 15-49 years who report having had more than one sexual partner in the last 12 months who also reported that a condom was used the last time they had sex,(*)
9.14,,Sex with non-regular partners,"Percentage of sexually active young women age 15-24 years who had sex with a non-marital, non-cohabitating partner in the last 12 months",13.9
9.15,MDG 6.2,Condom use with non- regular partners,"Percentage of young women age 15-24 years reporting the use of a condom during the last sexual intercourse with a non-marital, non-cohabiting sex partner in the last 12 months",55.1
(*) Figures that are based on less than 25 unweighted cases,,,,
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
10.1,Exposure to mass media,"Percentage of women age 15-49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",8.5,
Use of information/communication technology,,,,
10.2,Use of computers,Percentage of young women age 15-24 years who used a computer during the last 12 months,12.8,
10.3,Use of internet,Percentage of young women age 15-24 years who used the internet during the last 12 months,8.3,
SUBJECTIVE WELL-BEING,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
11.1,Life satisfaction,"Percentage of young women age 15-24 years who are very or somewhat satisfied with their life, overall",88.1,
11.2,Happiness,Percentage of young women age 15-24 years who are very or somewhat happy,90.3,
11.3,Perception of a better life,"Percentage of young women age 15-24 years whose life improved during the last one year, and who expect that their life will be better after one year",71.5,
TOBACCO AND ALCOHOL USE,,,,
Tobacco use,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
12.1,Tobacco use,"Percentage of women age 15-49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",0.3,
12.2,Smoking before age 15,Percentage of women age 15-49 years who smoked a whole cigarette before age 15,0.1,
Alcohol use,,,,
12.3,Use of alcohol,Percentage of women age 15-49 years who had at least one alcoholic drink at any time during the last one month,10.5,
12.4,Use of alcohol before age 15,Percentage of women age 15-49 years who had at least one alcoholic drink before age 15,7.7,
