0,1,2,3,4
Malaria/fever,,,,
- Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,20.1,,
3.20,Care-seeking for fever,Percentage of children under age 5 with fever in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,46.4,
WATER AND SANITATION,,,,
MICS Indicator,Indicator,Description,Value,
4.1 MDG 7.8,Use of improved drinking water sources,Percentage of household members using improved sources of drinking water,93.3,
4.2,Water treatment,Percentage of household members in households using unimproved drinking water who use an appropriate treatment method,13.6,
4.3 MDG 7.9,Use of improved sanitation,Percentage of household members using improved sanitation facilities which are not shared,60.1,
4.4,Safe disposal of child’s faeces,Percentage of children aged 0–2 years whose last stools were disposed of safely,48.0,
4.5,Place for handwashing,Percentage of households with a specific place for handwashing where water and soap or other cleansing agent are present,72.5,
4.6,Availability of soap or other cleansing agent,Percentage of households with soap or other cleansing agent,94.9,
4.C1,E.coli concentration in household drinking water,Percentage of household members with E.coli risk level in household water ≥ 1 cfu/100ml,82.2,
4.C2,E.coli concentration in source water,Percentage of households with E.coli risk level in source water ≥,71.1,
,,1 cfu/100ml,,
REPRODUCTIVE HEALTH,,,,
Contraception and unmet need,,,,
MICS Indicator,Indicator,Description,Value,
- Total fertility rate,Total fertility rate for women aged 15–49 years,2.3,,
5.1,MDG 5.4,Adolescent birth rate,Age-specific fertility rate for women aged 15–19 years,71
5.2,Early childbearing,Percentage of women aged 20–24 years who had at least one live birth before age 18,16.0,
5.3,MDG 5.3,Contraceptive prevalence rate,Percentage of women aged 15–49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,49.7
5.4,MDG 5.6,Unmet need,Percentage of women aged 15–49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,25.2
Maternal and newborn health,,,,
MICS Indicator,Indicator,Description,Value,
5.5a,MDG 5.5,Antenatal care coverage,Percentage of women aged 15–49 years with a live birth in the,
5.5b,MDG 5.5,,last 2 years who were attended during their last pregnancy that,
,,led to a live birth,,
,,(a) at least once by skilled health personnel,68.3,
,,(b) at least four times by any provider,59.5,
5.6,Content of antenatal care,Percentage of women aged 15–49 years with a live birth in the last 2 years who had their blood pressure measured and gave urine and blood samples during the last pregnancy that led to a live birth,61.2,
5.7,MDG 5.2,Skilled attendant at delivery,Percentage of women aged 15–49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,55.6
5.8,Institutional deliveries,Percentage of women aged 15–49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,55.2,
5.9,Caesarean section,Percentage of women aged 15–49 years whose most recent live birth in the last 2 years was delivered by caesarean section,8.6,
Postnatal health checks,,,,
5.10,Post-partum stay in health facility,Percentage of women aged 15–49 years who stayed in the health facility for 12 hours or more after the delivery of their most recent live birth in the last 2 years,76.0,
5.11,Postnatal health check for the newborn,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a postnatal care visit within 2 days after delivery",57.6,
5.12,Postnatal health check for the mother,"Percentage of women aged 15–49 years who received a health check while in facility or at home following delivery, or a post- natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",57.9,
CHILD DEVELOPMENT,,,,
MICS Indicator,Indicator,Description,Value,
6.1,Attendance to early childhood education,Percentage of children aged 36–59 months who are attending an early childhood education programme,50.7,
6.2,Support for learning,Percentage of children aged 36–59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,67.2,
6.3,Father’s support for learning,Percentage of children aged 36–59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,10.1,
6.4,Mother’s support for learning,Percentage of children aged 36–59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,30.4,
6.5,Availability of children’s books,Percentage of children under age 5 who have three or more children’s books,4.8,
6.6,Availability of playthings,Percentage of children under age 5 who play with two or more types of playthings,59.2,
6.7,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,20.6,
6.8,Early child development index,"Percentage of children aged 36–59 months who are developmentally on track in at least three of the following four domains: literacy–numeracy, physical, social–emotional, and learning",64.4,
LITERACY AND EDUCATION,,,,
MICS Indicator,Indicator,Description,Value,
7.1,MDG 2.3,Literacy rate among young women,Percentage of young women aged 15–24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,84.0
7.2,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,74.2,
7.3,Net intake rate in primary education,Percentage of children of school-entry age who enter the first grade of primary school,4571..36,
7.4,MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary-school age currently attending primary or secondary school,7856..93
7.5,Secondary school net attendance ratio (adjusted),Percentage of children of secondary-school age currently attending secondary school or higher,6662..13,
7.9,MDG 3.1,Gender parity index (primary school),Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,10..9090
7.10,MDG 3.1,Gender parity index (secondary school),Secondary school net attendance ratio (adjusted) for girls divided by secondary school net attendance ratio (adjusted) for boys,11..0020
CHILD PROTECTION,,,,
Birth registration,,,,
MICS Indicator,Indicator,Description,Value,
8.1,Birth registration,Percentage of children under age 5 whose births are reported registered,58.1,
Child labour,,,,
8.2,Child labour,Percentage of children aged 5–17 years who are involved in child labour,37.4,
Child discipline,,,,
8.3,Violent discipline,Percentage of children aged 1–14 years who experienced psychological aggression or physical punishment during the last one month,81.7,
Early marriage and polygyny,,,,
8.4,Marriage before age 15,Percentage of women aged 15–49 years who were first married or in union before age 15,15.5,
8.5,Marriage before age 18,Percentage of women aged 20–49 years who were first married or in union before age 18,48.5,
8.6,Young women aged 15–19 years currently married or in union,Percentage of women aged 15–19 years who are married or in union,24.5,
8.7,Polygyny,Percentage of women aged 15–49 years who are in a polygynous union,4.1,
8.8a,Spousal age difference,Percentage of young women who are married or in union and,,
8.8b,,whose spouse is 10 or more years older,,
,,(a) among women aged 15–19 years,6.3,
,,(b) among women aged 20–24 years,7.5,
Attitudes towards domestic violence,,,,
8.12,Attitudes towards domestic violence,"Percentage of women aged 15–49 years who state that a husband is justified in hitting or beating his wife in at least one of the following circumstances: (1) she goes out without telling him, (2) she neglects the children, (3) she argues with him, (4) she refuses sex with him, (5) she burns the food",42.9,
Children’s living arrangements,,,,
MICS Indicator,Indicator,Description,Value,
8.13,Children’s living arrangements,Percentage of children aged 0–17 years living with neither biological parent,4.8,
8.14,Prevalence of children with one or both parents dead,Percentage of children aged 0–17 years with one or both biological parents dead,4.3,
8.15,Children with at least one parent living abroad,Percentage of children 0–17 years with at least one biological parent living abroad,18.2,
HIV/AIDS AND SEXUAL BEHAVIOUR,,,,
HIV/AIDS knowledge and attitudes,,,,
MICS Indicator,Indicator,Description,Value,
- Have heard of AIDS,Percentage of women aged 15–49 years who have heard of AIDS,78.4,,
9.1 MDG 6.3,Knowledge about HIV prevention among young women,"Percentage of young women aged 15–24 years who correctly identify ways of preventing the sexual transmission of HIV, and who reject major misconceptions about HIV transmission",3266..44,
9.2,Knowledge of mother-to- child transmission of HIV,Percentage of women aged 15–49 years who correctly identify all three means of mother-to-child transmission of HIV,38.4,
9.3,Accepting attitudes towards people living with HIV,Percentage of women aged 15–49 years expressing accepting attitudes on all four questions toward people living with HIV,48.6,
HIV testing,,,,
9.4,Women who know where to be tested for HIV,Percentage of women aged 15–49 years who state knowledge of a place to be tested for HIV,57.9,
9.5,Women who have been tested for HIV and know the results,Percentage of women aged 15–49 years who have been tested for HIV in the last 12 months and who know their results,2.7,
9.7,HIV counselling during antenatal care,"Percentage of women aged 15–49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",14.1,
9.8,HIV testing during antenatal care,"Percentage of women aged 15–49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they were offered and accepted an HIV test during antenatal care and received their results",13.7,
ACCESS TO MASS MEDIA AND ICT,,,,
Access to mass media,,,,
MICS Indicator,Indicator,Description,Value,
10.1,Exposure to mass media,"Percentage of women aged 15–49 years who, at least once a week, read a newspaper or magazine, listen to the radio, and watch television",11.1,
Use of information/communication technology,,,,
10.2,Use of computers,Percentage of young women aged 15–24 years who used a computer during the last 12 months,21.7,
10.3,Use of internet,Percentage of young women aged 15–24 years who used the internet during the last 12 months,19.6,
SUBJECTIVE WELL-BEING,,,,
MICS Indicator,Indicator,Description,Value,
11.1,Life satisfaction,"Percentage of young women aged 15–24 years who are very or somewhat satisfied with their life, overall",80.8,
11.2,Happiness,Percentage of young women aged 15–24 years who are very or somewhat happy,82.3,
11.3,Perception of a better life,"Percentage of young women aged 15–24 years whose life improved during the last one year, and who expect that their life will be better after one year",57.0,
TOBACCO AND ALCOHOL USE,,,,
Tobacco use,,,,
MICS Indicator,Indicator,Description,Value,
12.1,Tobacco use,"Percentage of women aged 15–49 years who smoked cigarettes, or used smoked or smokeless tobacco products at any time during the last one month",9.2,
12.2,Smoking before age 15,Percentage of women aged 15–49 years who smoked a whole cigarette before age 15,3.9,
Alcohol use,,,,
12.3,Use of alcohol,Percentage of women aged 15–49 years who had at least one alcoholic drink at any time during the last one month,9.5,
12.4,Use of alcohol before age 15,Percentage of women aged 15–49 years who had at least one alcoholic drink before age 15,6.8,
