0,1,2,3,4,5
,90,,Counselling coverage for the prevention,45.4,per cent
,,,of mother-to-child transmission of HIV,,
,91,,Testing coverage for the prevention of mother-to-child transmission of HIV,20.8,per cent
Sexual behaviour,84,,Women aged 15-19 who had sex before age 15,3.9,per cent
,92,,Age-mixing among sexual partners,51.2,per cent
,83,19a,Condom use with non-regular partners,54.3,per cent
,85,,Higher risk sex in the last year,16,per cent
Support to orphaned,75,,Prevalence of orphans,8.7,per cent
and vulnerable children,,,,,
,78,,Children's living arrangements,15.9,per cent
,76,,Prevalence of vulnerable children,12.6,per cent
,77,20,School attendance of orphans versus non-orphans,0.87,Ratio
,79,,Malnutrition among children orphaned and made,1.1,Ratio
,,,vulnerable by HIV/AIDS (Ratio of OVC to non-OVC),,
,80,,Early sex among children orphaned and made vulnerable by HIV/AIDS (Ratio of OVC to non-OVC),0.8,Ratio
