0,1,2,3,4,5
Desarrollo del niño(a),6.1,,Apoyo al aprendizaje,67.5%,
,6.2,,Apoyo del padre al aprendizaje,52.3%,
,6.3,,Materiales para el aprendizaje: libros para niños (as),37%,
,6.4,,Materiales para el aprendizaje: cosas para jugar,72.8%,
,6.5,,Cuidado inadecuado,4%,
,6.6,,Índice de desarrollo temprano infantil,81.1,
,6.7,,Asistencia a la educación de niñez temprana (preescolar),17.5%,
EDUCACIÓN,,,,,
Alfabetización y educación,7.1,2.3,Alfabetización entre mujeres jóvenes,98.6%,
,7.2,,Preparación para la escuela,83.3%,
,7.3,,Tasa de admisión neta en la escuela primaria,84.8%,
,7.4,2.1,Tasa neta de asistencia (ajustada) a la escuela primaria,96.1%,
,7.5,,Tasa neta de asistencia (ajustada) a la escuela secundaria,71.3%,
,7.6,2.2,Niños (as) que llegan al último grado de primaria,93.4%,
,7.7,,Tasa de finalización de primaria,94.3%,
,7.8,,Tasa de transición a la escuela secundaria,77.8%,
,7.9,,Índice de paridad de género (escuela primaria),1.01,
,7.10,,Índice de paridad de género (escuela secundaria),1.07,
Tema,Número de indicador de MICS 4,Número de indicador de ODM,Indicador,Valor,
PROTECCIÓN INFANTIL,,,,,
Registro de nacimientos,8.1,,Registro de nacimientos,99.7%,
,8.2,,Trabajo infantil,5.5%,
Trabajo infantil,8.3,,Asistencia a la escuela entre trabajadores infantiles,82.7%,
,8.4,,Trabajo infantil entre estudiantes,5%,
Disciplina del niño(a),8.5,,Disciplina con violencia,45.6%,
Matrimonio temprano,8.6,,Matrimonio antes de los 15 años de edad,6.4%,
,8.7,,Matrimonio antes de los 18 años de edad,23.4%,
,8.8,,Mujeres jóvenes de 15-19 años casadas actualmente o en unión,14.5%,
,,,Diferencia de edad entre cónyuges,,
,8.10a,,"Porcentaje de mujeres de edades entre 15-19, que se encuentran actualmente casadas o en unión libre con hombres de más de",16.8%,
,,,10 años.,,
,8.10b,,"Porcentaje de mujeres de edades entre 20-24, que se encuentran actualmente casadas o en unión libre con hombres de más de",15.9%,
,,,10 años.,,
Violencia doméstica,8.14,,Actitudes justificadas hacia la violencia doméstica,3.5%,
"VIH/SIDA, COMPORTAMIENTO SEXUAL Y HUÉRFANOS (AS) Y NIÑOS (AS) VULNERABLES",,,,,
Conocimiento y actitudes hacia el VIH/SIDA,9.1,6.3,Conocimiento integral sobre la prevención del VIH,37.8%,
,9.2,,Conocimiento integral sobre la prevención del VIH entre personas jóvenes,33.1%,
,9.3,,Conocimiento sobre la transmisión del VIH de madre a hijo,32.4%,
,9.4,,Actitudes de aceptación hacia personas con VIH,24.3%,
,9.5,,Mujeres que saben del lugar para hacerse la prueba del VIH,74%,
,9.6,,Mujeres que se han sometido a la prueba del VIH y que conocen los resultados,8.3%,
,9.7,,Mujeres jóvenes sexualmente activas que se han hecho la prueba del VIH y que conocen los resultados,13.3%,
,9.8,,Asesoría sobre VIH durante la atención prenatal,17.5%,
,9.9,,Pruebas del VIH durante la atención prenatal,65.2%,
Comportamiento sexual,9.10,6.2,Mujeres jóvenes que nunca han mantenido relaciones sexuales,51.8%,
,9.11,,Relaciones sexuales antes de los 15 años en mujeres jóvenes,12.3%,
,9.12,,Mezcla de edades entre compañeros sexuales,14.1%,
,9.13,,Relaciones sexuales con múltiples parejas,4%,
,9.14,,Uso del condón en las relaciones sexuales con múltiples parejas,41.8%,
,9.15,,Relaciones sexuales con parejas no habituales,54.2%,
,9.16,,Uso del condón con parejas no habituales,49.4%,
Niños (as) huérfanos,9.17,6.4,Arreglos para vivir con el niño (a),4.2%,
,9.18,,Prevalencia de niños (as) con al menos uno de los progenitores muerto,2.9%,
,9.20,,Asistencia escolar de no huérfanos,96%,
