0,1,2,3,4
mutilation/ Cutting,8.12,,Prevalence of female genital mutilation/cutting (FGM/C),76.3 percent
,,,among women,42.4 percent
,8.13,,Prevalence of female genital mutilation/cutting (FGM/C),*
,,,among daughters,
Domestic violence,8.14,,Attitudes towards domestic violence,74.5 percent
HIV/AIDS knowledge and,9.1,,Comprehensive knowledge about HIV prevention,31.6 percent
attitudes,9.2,6.3,Comprehensive knowledge about HIV prevention,32.8 percent
,,,among young people,
,9.3,,Knowledge of mother- to-child transmission of HIV,90.8 percent
,9.4,,Accepting attitude towards people with HIV,8.0 percent
,9.5,,Women who know where to be tested for HIV,73.2 percent
,9.6,,Women who have been tested for HIV,7.5 percent
,,,and know the results,
,9.7,,Sexually active young women who have been tested for,8.7 percent
,,,HIV and know the results,
,9.8,,HIV counselling during antenatal care,62.8 percent
,9.9,,HIV testing during antenatal care,45.5 percent
Sexual behaviour,9.1,,Young women who have never had sex,87.6 percent
,9.11,,Sex before age 15 among young women,5.3 percent
,9.12,,Age-mixing among sexual partners,44.3 percent
,9.13,,Sex with multiple partners,1.1 percent
,9.14,,Condom use during sex with multiple partners,37.2 percent
,9.15,,Sex with non-regular partners,11.8 percent
,9.16,6.2,Condom use with non-regular partners,33.5 percent
Orphaned children,9.17,,Children’s living arrangements (living with both parents),61.7 percent
,9.18,,Prevalence of children with at least one parent dead,8.2 percent
,9.19,6.4,School attendance of orphans,75.5 percent
,9.2,6.4,School attendance of non-orphans,71.4 percent
