0,1,2,3,4,5
,9.13,,Sex with multiple partners women age 15-49 years men age 15-49 years,"2.1
9.4",percent percent
,9.14,,"Condom use during sex with multiple partners women age 15-49 years
men age 15-49 years","39.4
53.6",percent percent
,9.15,,Sex with non-regular partners women age 15-24 years men age 15-24 years,"38.6
68.6",percent percent
,9.16,6.2,"Condom use with non-regular partners women age 15-24 years
men age 15-24 years","68.5
82.1",percent percent
MASS MEDIA and ICT,,,,,
Access to Mass Media,MT.1,,Access to mass media,,percent percent
,,,women age 15-49 years,43.1,
,,,men age 15-49 years,51.7,
Use of,MT.2,,Use of computers,,
Information/ Communication Technologies,,,women age 15-49 years ,96.7,percent percent
,,,men age 15-49 years,95.9,
,MT.3,,Use of Internet,,
,,,women age 15-24 years,94.1,percent
,,,men age 15-24 years,93.3,percent
TOBACCO and ALCOHOL USE,,,,,
Tobacco Use,TA.1,,Tobacco use,,
,,,women age 15-49 years ,18.5,percent
,,,men age 15-49 years,55.2,percent
,TA.2,,Smoking before age 15,,
,,,women age 15-49 years ,3.5,percent
,,,men age 15-49 years,18.5,percent
Alcohol Use,TA.3,,Alcohol use,,
,,,women age 15-49 years ,60.5,percent
,,,men age 15-49 years,74.2,percent
,TA.4,,Use of alcohol before age 15,,
,,,women age 15-49 years ,3.6,percent
,,,men age 15-49 years,9.3,percent
SUBJECTIVE WELL-BEING,,,,,
Subjective Well-,SW.1,,Life satisfaction,,
being,,,women age 15-24 years,65.4,percent
,,,men age 15-24 years,65.5,percent
,SW.2,,Perception of happiness,,
,,,women age 15-24 years ,93.7,percent
,,,men age 15-24 years,90.2,percent
,SW.3,,Perception of a better life among,,
,,,women age 15-24 years,52.3,percent
,,,men age 15-24 years,41.9,percent
MICS non-standard indicators,,,,,
Child Discipline,,,Violent discipline,64.5,percent
Nutrition,,,Awareness of benefits of iodized salt consumption,94.4,percent
,,,Reported use of iodized salt for cooking,85.4,percent
Domestic Violence,,,Experience of domestic violence,11.8,percent
,,,Help seeking to stop violence,39.7,percent
