0,1,2,3,4,5
,5.6,,Content of antenatal care Percentage of women age 15-49 years with a live,38,
,,,,,
,5.7,MDG 5.2 Skilled attendant at,None,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended by skilled health personnel during their most recent live birth,43.5
delivery,,,,,
,5.8,,Institutional deliveries,Percentage of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility,31
,5.9,,Caesarean section,Percentage of women age 15-49 years whose most recent live birth in the last 2 years was delivered by caesarean section,19.1
Post-natal health checks,,,,,
,5.10,,Post-partum stay in health facility,Percentage of women age 15-49 years who stayed in the health facility for 12 hours or more after the deliv- ery of their most recent live birth in the last 2 years,82.8
,5.11,,Post-natal health check,"Percentage of last live births in the last 2 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery",41.2
for the newborn,,,,,
,5.12,,Post-natal health check for the mother,"Percentage of women age 15-49 years who received a health check while in facility or at home following delivery, or a post-natal care visit within 2 days after delivery of their most recent live birth in the last 2 years",40.4
Child development,,,,,
,6.1,,Attendance to early childhood education,Percentage of children age 36-59 months who are attending an early childhood education programme,13.4
,6.2,,Support for learning,Percentage of children age 36-59 months with whom an adult has engaged in four or more activities to promote learning and school readiness in the last 3 days,78
,6.3,,Father’s support for learning,Percentage of children age 36-59 months whose biological father has engaged in four or more activities to promote learning and school readiness in the last 3 days,10.1
,6.4,,Mother’s support for learning,Percentage of children age 36-59 months whose biological mother has engaged in four or more activities to promote learning and school readiness in the last 3 days,40.8
,6.5,,Availability of children’s books,Percentage of children under age 5 who have three or more,8.8
,,,,children’s books,
,6.6,,Availability of playthings,Percentage of children under age 5 who play with two or,60.3
,,,,more types of playthings,
,6.7,,Inadequate care,Percentage of children under age 5 left alone or in the care of another child younger than 10 years of age for more than one hour at least once in the last week,11.6
,6.8,,Early child development index,"Percentage of children age 36-59 months who are developmentally on track in at least three of the following four domains: literacy-numeracy, physical, social- emotional, and learning",63.9
Literacy and education,,,,,
,,,,,
,,,,,
,7.1,MDG 2.3,Literacy rate among,Percentage of young women age 15-24 years who are able to read a short simple statement about everyday life or who attended secondary or higher education,82
,,,young women,,
,7.2,,School readiness,Percentage of children in first grade of primary school who attended pre-school during the previous school year,43.5
,7.3,,Net intake rate in primary,Percentage of children of school-entry age who enter the first grade of primary school,33.1
education,,,,,
,7.4,MDG 2.1,Primary school net attendance ratio (adjusted),Percentage of children of primary school age currently,73.2
,,,,attending primary or secondary school,
,7.5,,Secondary school net attendance ratio (adjusted),Percentage of children of secondary school age currently,46.1
,,,,attending secondary school or higher,
,7.6,MDG 2.2,Children reaching last grade of primary,Percentage of children entering the first grade of primary school who eventually reach last grade,96.4
,7.7,,Primary completion rate,Number of children attending the last grade of primary school (excluding repeaters) divided by number of children of primary school completion age (age appropriate to final grade of primary school),79.5
,7.8,,Transition rate to,Number of children attending the last grade of primary school during the previous school year who are in the first grade of secondary school during the current school year divided by number of children attending the last grade of primary school during the previous school year,94.7
secondary school,,,,,
,7.9,MDG 3.1,Gender parity index,Primary school net attendance ratio (adjusted) for girls divided by primary school net attendance ratio (adjusted) for boys,1.07
,,,(primary school),,
,7.10,MDG 3.1,Gender parity index,Secondary school net attendance  ratio  (adjusted)  for girls divided by secondary school net attendance ratio (adjusted) for boys,1.3
,,,(secondary school),,
Child protection,,,,,
Birth registration,,,,,
,,,,,
,,,,,
,8.1,,Birth registration,Percentage of children under age 5 whose births are,37
,,,,reported registered,
Child discipline,,,,,
,8.3,,Violent discipline,Percentage of children age 1-14 years who experienced psychological aggression or physical punishment during the last one month,82.3
Early marriage and polygyny,,,,,
,8.4,,Marriage before age 15,Percentage of women age 15-49 years who were first,23.8
,,,,married or in union before age 15,
,8.5,,Marriage before age 18,Percentage of women age 20-49 years who were first married or in union before age 18,62.8
,8.6,,,Young women age 15-19 Percentage of young women age 15-19 years who are  currently  married  married or in union or in union,34.3
,,,,,
,8.7,,Polygyny,Percentage of women age 15-49 years who are in a,4.2
,,,,polygynous union,
Early marriage and polygyny : continued,,,,,
MICS   Indicator Indicator,,,,Description,Value
,8.8a,,Spousal age difference,Percentage of young women who are married or in union,
,8.8b,,,"and whose spouse is 10 or more years older,",
,,,,(a) among women age 15-19 years,20.4
,,,,(b) among women age 20-24 years,21.8
Children’s living arrangements,,,,,
,8.13,,Children’s living arrangements,Percentage of children age 0-17 years living with neither,3.8
,,,,biological parent,
,8.14,,Prevalence of children with,Percentage of children age 0-17 years with one or both,4.3
one or both parents dead,,,,biological parents dead,
,8.15,,Children with at least one,Percentage of children 0-17 years with at least one,4.8
parent living abroad,,,,biological parent living abroad,
HIV/AIDS,,,,,
HIV/AIDS knowledge and attitudes,,,,,
,,,,,
,,,,,
- Have heard of AIDS,,,,Percentage of women age 15-49 years who have heard of,55.8
,,,,AIDS,
,9.1,MDG 6.3,Knowledge about HIV prevention among young women,"Percentage of young women age 15-24 years who correctly identify ways of preventing the sexual transmission  of HIV, and who reject major misconceptions about HIV transmission",9.1
,9.2,,Knowledge of mother-to-,Percentage of women age 15-49 years who correctly identify all three means of mother-to-child transmission of HIV,21.7
child transmission of HIV,,,,,
,9.3,,Accepting attitudes towards people living with HIV,Percentage of women age 15-49 years expressing accepting attitudes on all four questions toward people living with HIV,37.2
HIV testing,,,,,
,9.4,,Women who know where,Percentage of women age 15-49 years who state knowledge of a place to be tested for HIV,11.3
to be tested for HIV,,,,,
,9.7,,HIV counselling during antenatal care,"Percentage of women age 15-49 years who had a live birth in the last 2 years and received antenatal care during the pregnancy of their most recent birth, reporting that they received counselling on HIV during antenatal care",2.5
Orphans,,,,,
,9.16,MDG 6.4,Ratio of school attendance of orphans to school attendance of non- orphans,Proportion attending school among children age 10-14 years who have lost both parents divided by proportion attending school among children age 10-14 years whose parents are alive and who are living with one or both parents,0.88
Access to mass media and ICT,,,,,
Access to mass media,,,,,
,,,,,
,,,,,
,10.1,,Exposure to mass media,"Percentage of women age 15-49 years who, at least once   a week, read a newspaper or magazine, listen to the radio, and watch television",1.6
Use of information/communication technology,,,,,
,10.2,,Use of computers,Percentage of young women age 15-24 years who used a,6.1
,,,,computer during the last 12 months,
,10.3,,Use of internet,Percentage of young women age 15-24 years who used the,3
,,,,internet during the last 12 months,
